feature	pathway	gene_signature_definition
9	Type VI secretion system	PA0089;PA0084
9	Vanadium resistance, efflux pump MexGHI-OpmD	PA4207
9	Bacterial secretion system PAO1	PA0085
9	Ribosome, bacteria	PA3601
9	Nitrogen metabolism PAO1	PA3392
9	2-Oxocarboxylic acid metabolism PAO1	PA3120
9	Sulfur metabolism PAO1	PA0518
10	beta-Lactam resistance PAO1	PA0958
10	Dipeptide transport system	PA4503
10	Histidine metabolism PAO1	PA3151;PA3152
10	Amino sugar and nucleotide sugar metabolism PAO1	PA3159;PA3155;PA3158;PA3156;PA3148
10	Sulfur metabolism PAO1	PA2105;PA2104
10	Fatty acid biosynthesis PAO1	PA0494
11	Putative sorbitol/mannitol transport system	PA3187
11	Porphyrin and chlorophyll metabolism PAO1	PA1281
11	Ribosome PAO1	PA5570
11	Homologous recombination PAO1	PA1534
11	Bacterial chemotaxis PAO1	PA0176
11	Propanoate metabolism PAO1	PA4829;PA2550
11	Glyoxylate and dicarboxylate metabolism PAO1	PA5355
11	DNA replication PAO1	PA3642
11	Glycerophospholipid metabolism PAO1	PA3651;PA4050;PA2969
11	Peptidoglycan biosynthesis PAO1	PA4415
11	Alanine, aspartate and glutamate metabolism PAO1	PA1638
11	Histidine metabolism PAO1	PA5100;PA5106
11	Glycine betaine/proline transport system	PA5103;PA5094
11	Spermidine/putrescine transport system	PA3608
11	Oxidative phosphorylation PAO1	PA0108;PA1856
11	Putative spermidine/putrescine transport system	PA3250
11	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA0920
12	Pyocyanine biosynthesis, chorismate => pyocyanine	PA4217
12	Pyruvate metabolism PAO1	PA5046;PA5192
12	Arginine biosynthesis PAO1	PA2828
12	Porphyrin and chlorophyll metabolism PAO1	PA1277
12	Glycine, serine and threonine metabolism PAO1	PA5131;PA3735;PA0421
12	RNA degradation PAO1	PA3861
12	Ribosome PAO1	PA4272
12	Bacterial chemotaxis PAO1	PA2920
12	Type VI secretion system	PA1657;PA2365;PA2366
12	Sec (secretion) system	PA3820
12	Aminobenzoate degradation PAO1	PA2512;PA0704;PA2513
12	DNA replication PAO1	PA3642
12	Glycerophospholipid metabolism PAO1	PA3651
12	Cysteine and methionine metabolism PAO1	PA2822
12	Bacterial secretion system PAO1	PA3821
12	Phenazine biosynthesis PAO1	PA4209
12	Histidine metabolism PAO1	PA5141
12	Quorum sensing PAO1	PA4211;PA3250;PA3361;PA1905;PA3252;PA3254
12	Nitrogen metabolism PAO1	PA1174;PA1173;PA5508
12	Aminoacyl-tRNA biosynthesis PAO1	PA0668
12	Oxidative phosphorylation PAO1	PA5557;PA1553;PA1552;PA5554;PA5556;PA1556;PA5558
12	Lipopolysaccharide biosynthesis PAO1	PA3643
12	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3310
12	Sulfur metabolism PAO1	PA0193;PA3443;PA3444;PA3935
12	Terpenoid backbone biosynthesis PAO1	PA3803
13	Iron(III) transport system	PA4687;PA5217
13	Porphyrin and chlorophyll metabolism PAO1	PA3531
13	Glycine, serine and threonine metabolism PAO1	PA2413;PA2445;PA2446
13	Riboflavin metabolism PAO1	PA3446
13	Ribosome PAO1	PA3601;PA3600
13	Monobactam biosynthesis PAO1	PA2412
13	Aminobenzoate degradation PAO1	PA2514;PA2512;PA3366;PA2513
13	Glyoxylate and dicarboxylate metabolism PAO1	PA5355;PA2444
13	Zinc transport system	PA2409;PA2408;PA2407
13	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
13	Sulfur relay system PAO1	PA3814
13	Citrate cycle (TCA cycle) PAO1	PA4470
13	Iron complex transport system	PA4708;PA4158;PA4706;PA4159;PA4707
14	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA0024
14	Putative sorbitol/mannitol transport system	PA3187
14	Valine, leucine and isoleucine degradation PAO1	PA3569
14	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0025
14	Ribosome PAO1	PA3600
14	Histidine metabolism PAO1	PA5100
14	Glycerophospholipid metabolism PAO1	PA4351
14	gamma-Hexachlorocyclohexane transport system	PA4454
14	Putative polar amino acid transport system	PA4193
14	Nitrogen metabolism PAO1	PA4588;PA0523;PA0524;PA3392;PA0519;PA3875;PA3874;PA3872
14	Phenylalanine metabolism PAO1	PA5304
14	Oxidative phosphorylation PAO1	PA2691;PA1856
14	Sulfur metabolism PAO1	PA0518;PA3446
15	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2013;PA2014;PA2012;PA2015
15	Glycine, serine and threonine metabolism PAO1	PA0851
15	Valine, leucine and isoleucine degradation PAO1	PA2011
15	Multidrug resistance, efflux pump MexAB-OprM	PA0424
15	Bacterial chemotaxis PAO1	PA4290
15	Propanoate metabolism PAO1	PA0793;PA2555;PA4733
15	Glyoxylate and dicarboxylate metabolism PAO1	PA5354;PA5355
15	Peptidoglycan biosynthesis PAO1	PA4415
15	Bacterial secretion system PAO1	PA0085;PA3100
15	Phenazine biosynthesis PAO1	PA4217
15	Putative polar amino acid transport system	PA5075
15	Phosphonate transport system	PA3315;PA3313
15	Methane metabolism PAO1	PA2444
15	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA0766;PA1179;PA1180
16	Cysteine biosynthesis, serine => cysteine	PA2104
16	beta-Lactam resistance PAO1	PA0958
16	Dipeptide transport system	PA4503
16	NitT/TauT family transport system	PA3514
16	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
16	Histidine metabolism PAO1	PA3151;PA3152
16	Flagellar assembly PAO1	PA1095;PA1092
16	Amino sugar and nucleotide sugar metabolism PAO1	PA3148;PA3159;PA3155;PA3158;PA3156
16	Sulfur metabolism PAO1	PA2105
17	Nicotinate and nicotinamide metabolism PAO1	PA1602;PA0196
17	Dipeptide transport system	PA4503
17	Ribosome PAO1	PA5570
17	Tryptophan metabolism PAO1	PA3366
17	Starch and sucrose metabolism PAO1	PA2153
17	Phenazine biosynthesis PAO1	PA4209
17	Putative polar amino acid transport system	PA1258;PA1257
17	Quorum sensing PAO1	PA3361;PA1130;PA3364
17	Putrescine transport system	PA2711
18	Pyruvate metabolism PAO1	PA0835;PA0836;PA2553
18	Arginine biosynthesis PAO1	PA5171;PA5172
18	Arginine and proline metabolism PAO1	PA0896
18	Porphyrin and chlorophyll metabolism PAO1	PA0510
18	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0025
18	Synthesis and degradation of ketone bodies PAO1	PA2011
18	Glycolysis / Gluconeogenesis PAO1	PA5427
18	Propanoate metabolism PAO1	PA2555
18	Type VI secretion system	PA1657
18	Glyoxylate and dicarboxylate metabolism PAO1	PA4236
18	Glycerophospholipid metabolism PAO1	PA4351
18	Histidine metabolism PAO1	PA3151
18	Amino sugar and nucleotide sugar metabolism PAO1	PA3148
18	Quorum sensing PAO1	PA0295
18	Purine metabolism PAO1	PA5497
18	Nitrogen metabolism PAO1	PA0524;PA0523;PA3874;PA5173;PA3877;PA0519
18	ABC-2 type transport system	PA5230
18	Oxidative phosphorylation PAO1	PA1557;PA1555;PA1556;PA3929;PA3930
18	Lipopolysaccharide biosynthesis PAO1	PA3337
18	Sulfur metabolism PAO1	PA0518
18	Cyanoamino acid metabolism PAO1	PA2193
19	Iron(III) transport system	PA4688
19	Arginine and proline metabolism PAO1	PA4773;PA3366;PA4774
19	Glycine, serine and threonine metabolism PAO1	PA2446;PA5415;PA2445;PA2442;PA2444;PA2443
19	Valine, leucine and isoleucine degradation PAO1	PA1999;PA2000
19	Ribosome PAO1	PA3600
19	Histidine metabolism PAO1	PA3151;PA3152
19	Flagellar assembly PAO1	PA1094
19	Folate biosynthesis PAO1	PA3914;PA3870;PA5539
19	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
19	Ribosome, bacteria	PA3601
19	Putative ABC transport system	PA4065
19	Quorum sensing PAO1	PA0999;PA1002;PA0997;PA0998;PA1000;PA1001;PA4776;PA0996;PA4777
19	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3554;PA3558;PA3555;PA3552;PA3557
19	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318;PA1320;PA1321
19	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179;PA3556;PA1180;PA3553
19	Fatty acid biosynthesis PAO1	PA0494
20	Pentose phosphate pathway PAO1	PA3194;PA3183;PA3182
20	Arginine and proline metabolism PAO1	PA4773
20	Valine, leucine and isoleucine degradation PAO1	PA3569
20	Type VI secretion system	PA2370
20	Glyoxylate and dicarboxylate metabolism PAO1	PA1501
20	Multidrug resistance, efflux pump AcrAB-TolC/SmeDEF	PA0564
20	Bacterial secretion system PAO1	PA0679;PA1692
20	Histidine metabolism PAO1	PA3175;PA3152
20	Glycine betaine/proline transport system	PA3236
20	Amino sugar and nucleotide sugar metabolism PAO1	PA3193;PA3559
20	Fructose and mannose metabolism PAO1	PA3560
20	Glutathione metabolism PAO1	PA4774
20	Pyrimidine metabolism PAO1	PA5541
20	Lipopolysaccharide biosynthesis PAO1	PA2981
20	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3310;PA3557;PA3558;PA1180;PA3556;PA5538
20	Sulfur metabolism PAO1	PA0283;PA4513;PA4442;PA0280;PA3446
20	Cyanoamino acid metabolism PAO1	PA2193
20	Iron complex transport system	PA4158
21	Fatty acid metabolism PAO1	PA2968
21	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	PA4640
21	RNA degradation PAO1	PA2840
21	beta-Lactam resistance PAO1	PA2019;PA2018
21	Ribosome PAO1	PA3656
21	Glycerophospholipid metabolism PAO1	PA2969
21	Bacterial secretion system PAO1	PA3820;PA3821
21	Purine metabolism PAO1	PA0945;PA5298;PA5173;PA0944;PA2629
21	Nitrogen metabolism PAO1	PA3874;PA3875;PA3872
21	ABC-2 type transport system	PA5230
21	Phenylalanine metabolism PAO1	PA3139
21	Pyrimidine metabolism PAO1	PA3050
21	Inositol phosphate metabolism PAO1	PA3818
21	Oxidative phosphorylation PAO1	PA1555;PA1556;PA0108;PA0112
21	Lipopolysaccharide biosynthesis PAO1	PA1792;PA3643
21	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
21	Type VI secretion system	PA1657
21	Fatty acid biosynthesis PAO1	PA2950
22	Lysine biosynthesis PAO1	PA4188
22	Arginine and proline metabolism PAO1	PA4189;PA0782;PA4163;PA2317;PA0293
22	Tyrosine metabolism PAO1	PA4127;PA4128;PA4122;PA4125;PA4123;PA4124;PA4121
22	Vanadium resistance, efflux pump MexGHI-OpmD	PA1430
22	Styrene degradation PAO1	PA4073
22	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
22	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	PA4180
22	Nitrogen metabolism PAO1	PA1024
22	Aminoacyl-tRNA biosynthesis, prokaryotes	PA4138
22	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226
22	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3558;PA3557
22	Oxidative phosphorylation PAO1	PA4133
22	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA3556;PA3552;PA3553
22	Glycolysis / Gluconeogenesis PAO1	PA4152
22	Iron complex transport system	PA4158;PA4161
23	Phosphotransferase system (PTS) PAO1	PA4464
23	Lysine biosynthesis PAO1	PA3666
23	Fatty acid metabolism PAO1	PA1609
23	Polyketide sugar unit biosynthesis PAO1	PA5163
23	RNA degradation PAO1	PA4944
23	Ribosome PAO1	PA4260;PA4433;PA4741;PA4246;PA4248;PA4258;PA4259;PA4563;PA2970;PA5570;PA4251;PA4272;PA4240;PA4268;PA4244;PA4254;PA4242;PA4239;PA2741;PA4245
23	Bacterial chemotaxis PAO1	PA3348;PA1457
23	Aminoglycoside resistance, protease FtsH	PA4751
23	Glyoxylate and dicarboxylate metabolism PAO1	PA2634
23	Ribosome, bacteria	PA5316;PA4250;PA3745;PA4237;PA2742;PA4257;PA4256;PA3656;PA4274;PA4267;PA4262;PA0579;PA4273;PA4247;PA4568;PA3162;PA4671;PA4252;PA3742;PA4249;PA4263;PA4241
23	Sulfur relay system PAO1	PA3814
23	Pyrimidine metabolism PAO1	PA4238;PA5337
23	Citrate cycle (TCA cycle) PAO1	PA1581;PA1584;PA2623;PA1588
23	Oxidative phosphorylation PAO1	PA1552;PA2638
23	2-Oxocarboxylic acid metabolism PAO1	PA5013
23	Lipopolysaccharide biosynthesis PAO1	PA4425;PA4406
23	Methane metabolism PAO1	PA5110;PA1770;PA0555
23	Citrate cycle (TCA cycle, Krebs cycle)	PA1587;PA1580;PA1583
23	Glycolysis / Gluconeogenesis PAO1	PA3629
24	Pyruvate metabolism PAO1	PA5111
24	Glyoxylate and dicarboxylate metabolism PAO1	PA2147;PA5508
24	Selenocompound metabolism PAO1	PA1927
24	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
24	Bacterial secretion system PAO1	PA3820
24	Starch and sucrose metabolism PAO1	PA2160;PA2151;PA2144;PA2163;PA2165;PA2416;PA2152;PA2164;PA2162;PA2153
24	Quorum sensing PAO1	PA1874;PA1871;PA4211;PA1130;PA3724;PA4206;PA3477;PA2570;PA3361;PA4207;PA3478;PA5568;PA3479
24	Nitrogen metabolism PAO1	PA3392
24	Oxidative phosphorylation PAO1	PA0108;PA0107
24	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3552
24	Sulfur metabolism PAO1	PA2566
24	Base excision repair PAO1	PA4172
25	Arginine biosynthesis PAO1	PA5171;PA5172
25	Porphyrin and chlorophyll metabolism PAO1	PA0024;PA0510;PA4235
25	Bacterial chemotaxis PAO1	PA1561
25	Propanoate metabolism PAO1	PA0836
25	Type VI secretion system	PA1657
25	Glyoxylate and dicarboxylate metabolism PAO1	PA4236
25	Vitamin B6 metabolism PAO1	PA1049
25	Quorum sensing PAO1	PA3364;PA0295
25	Purine metabolism PAO1	PA5497
25	Nitrogen metabolism PAO1	PA0524;PA0523;PA3392;PA5173;PA3877;PA0519
25	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4228
25	ABC-2 type transport system	PA5230
25	Oxidative phosphorylation PAO1	PA1557;PA1555;PA1556;PA3930
25	Lipopolysaccharide biosynthesis PAO1	PA3337
25	Methane metabolism PAO1	PA0835
25	Sulfur metabolism PAO1	PA0518
25	Glycolysis / Gluconeogenesis PAO1	PA5427
26	Pyruvate metabolism PAO1	PA4771;PA3452
26	Arginine and proline metabolism PAO1	PA3713
26	Putative sorbitol/mannitol transport system	PA3187
26	RNA degradation PAO1	PA4761
26	Tyrosine metabolism PAO1	PA0870;PA2008;PA0865;PA2007;PA2009
26	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0872
26	beta-Lactam resistance PAO1	PA3721;PA3719
26	Fructose and mannose metabolism PAO1	PA3547;PA3541
26	Glyoxylate and dicarboxylate metabolism PAO1	PA5353;PA5415;PA2445;PA2442;PA2444;PA5355
26	Thiamine metabolism PAO1	PA4973
26	Glycerophospholipid metabolism PAO1	PA3584
26	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
26	Cysteine and methionine metabolism PAO1	PA4773;PA4774;PA1927
26	Butanoate metabolism PAO1	PA5445;PA1999;PA2000
26	Phenazine biosynthesis PAO1	PA4217
26	Histidine metabolism PAO1	PA5106;PA5098
26	Folate biosynthesis PAO1	PA3028;PA3870
26	Amino sugar and nucleotide sugar metabolism PAO1	PA3540;PA3551;PA3559
26	Quorum sensing PAO1	PA0999;PA0997;PA0998;PA1000;PA1001;PA4776;PA0996;PA4777
26	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3558;PA3557
26	Oxidative phosphorylation PAO1	PA1555;PA1317;PA1319;PA1318;PA1320
26	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3556;PA1180
27	Tyrosine metabolism PAO1	PA4124;PA4127;PA4121;PA4123;PA4122
27	Dipeptide transport system	PA4500
27	Ribosome PAO1	PA4250
27	Aminobenzoate degradation PAO1	PA2514;PA2513
27	Glycerophospholipid metabolism PAO1	PA3584
27	Nitrogen metabolism PAO1	PA1024
27	Glutathione metabolism PAO1	PA2813
27	ABC-2 type transport system	PA2812;PA2811
27	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
27	Glycolysis / Gluconeogenesis PAO1	PA1982;PA3195
28	Arginine and proline metabolism PAO1	PA1421
28	Valine, leucine and isoleucine degradation PAO1	PA0130
28	Synthesis and degradation of ketone bodies PAO1	PA2003
28	Phosphate transport system	PA5367
28	Monobactam biosynthesis PAO1	PA2412
28	Histidine metabolism PAO1	PA5098
28	Zinc transport system	PA2409;PA2408;PA2407
28	Putative ABC transport system	PA4064
28	Quorum sensing PAO1	PA3361
28	Nitrogen metabolism PAO1	PA4202;PA0524;PA5508
28	Phenylalanine metabolism PAO1	PA0865
28	Pyrimidine metabolism PAO1	PA1156;PA0849;PA3527
28	Oxidative phosphorylation PAO1	PA4133
28	2-Oxocarboxylic acid metabolism PAO1	PA3121;PA2413
28	Glycerolipid metabolism PAO1	PA3582
29	Pyruvate metabolism PAO1	PA5445
29	Arginine biosynthesis PAO1	PA5171;PA5172
29	Arginine and proline metabolism PAO1	PA1421
29	Cytochrome c oxidase, cbb3-type	PA1557
29	beta-Lactam resistance PAO1	PA2019;PA2018
29	Bacterial chemotaxis PAO1	PA4310
29	Aminoglycoside resistance, protease FtsH	PA5200
29	Multidrug resistance, efflux pump TriABC-TolC	PA0157
29	Bacterial secretion system PAO1	PA3105;PA0074
29	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	PA5497
29	Fatty acid biosynthesis, initiation	PA0494
29	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
29	Quorum sensing PAO1	PA0999;PA3476;PA0997;PA3724;PA0998;PA1000;PA1001;PA1904;PA0996
29	Nitrogen metabolism PAO1	PA1024
29	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
29	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3552;PA3557;PA3558;PA1249;PA3556
29	Cyanoamino acid metabolism PAO1	PA2193;PA2194;PA2195
29	Putrescine transport system	PA2592
29	Fatty acid biosynthesis PAO1	PA3333
29	Putative sorbitol/mannitol transport system	PA3187
30	Pyruvate metabolism PAO1	PA0494
30	Pentose phosphate pathway PAO1	PA3194;PA3183;PA3182
30	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA0024
30	Putative sorbitol/mannitol transport system	PA3187
30	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	PA3181
30	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0025
30	Dipeptide transport system	PA4504
30	Benzoate degradation PAO1	PA0447
30	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
30	Glyoxylate and dicarboxylate metabolism PAO1	PA4810;PA4811
30	Glycerophospholipid metabolism PAO1	PA4351
30	Flagellar assembly PAO1	PA3526
30	Folate biosynthesis PAO1	PA3914;PA3870
30	Putative polar amino acid transport system	PA5154
30	Quorum sensing PAO1	PA2570;PA1871;PA1070;PA4207
30	Nitrogen metabolism PAO1	PA0524;PA0523;PA3392;PA3874;PA3875;PA3877;PA3876;PA0519;PA3872
