feature	pathway	gene_signature_definition
5	Tyrosine metabolism PAO1	PA2008;PA2009
5	beta-Lactam resistance PAO1	PA3005;PA2018;PA5045
5	Ribosome PAO1	PA3600
5	Bacterial chemotaxis PAO1	PA4290
5	Propanoate metabolism PAO1	PA5313;PA3568
5	Glyoxylate and dicarboxylate metabolism PAO1	PA4811;PA5522
5	Catechol ortho-cleavage, catechol => 3-oxoadipate	PA2508
5	Cysteine and methionine metabolism PAO1	PA1927
5	Folate biosynthesis PAO1	PA3914
5	Fatty acid biosynthesis, initiation	PA3333
5	Ribosome, bacteria	PA4257
5	Nitrogen metabolism PAO1	PA3875
5	Aminoacyl-tRNA biosynthesis PAO1	PA0009
5	Phenylalanine metabolism PAO1	PA5304
5	Oxidative phosphorylation PAO1	PA5554;PA5556;PA4431;PA5242
5	2-Oxocarboxylic acid metabolism PAO1	PA4696
5	Lipopolysaccharide biosynthesis PAO1	PA3337
6	Pyruvate metabolism PAO1	PA5192
6	Lysine biosynthesis PAO1	PA3666
6	NitT/TauT family transport system	PA3513
6	Ribosome PAO1	PA4260;PA2742;PA4563;PA3742;PA4249;PA4264
6	Bacterial chemotaxis PAO1	PA1102;PA1464;PA1457
6	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
6	Flagellar assembly PAO1	PA1081
6	Ribosome, bacteria	PA4934;PA4567
6	Spermidine/putrescine transport system	PA0324;PA0204;PA0203
6	Quorum sensing PAO1	PA3361
6	Purine metabolism PAO1	PA3763;PA4238
6	Oxidative phosphorylation PAO1	PA4429;PA5555
7	Phosphotransferase system (PTS) PAO1	PA3560
7	Biotin metabolism PAO1	PA0500
7	Putative sorbitol/mannitol transport system	PA3187
7	Type VI secretion system	PA0083;PA0084
7	Glycerophospholipid metabolism PAO1	PA3584
7	Bacterial secretion system PAO1	PA2685;PA0085
7	Starch and sucrose metabolism PAO1	PA2160
7	Type III secretion system	PA1719;PA1691;PA1698;PA1701;PA1722;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1716;PA1692;PA1717;PA1696;PA1693;PA1703
8	Pyruvate metabolism PAO1	PA1984
8	Nicotinate and nicotinamide metabolism PAO1	PA1602
8	Glycine, serine and threonine metabolism PAO1	PA5415;PA2443;PA0851;PA2444;PA2446
8	Type II general secretion pathway	PA0685
8	NitT/TauT family transport system	PA3513
8	Type VI secretion system	PA1656;PA2366
8	Glyoxylate and dicarboxylate metabolism PAO1	PA3131;PA2445;PA2442;PA0550
8	Glycerophospholipid metabolism PAO1	PA0347;PA4351
8	Cysteine and methionine metabolism PAO1	PA3476
8	Spermidine/putrescine transport system	PA0325
8	Quorum sensing PAO1	PA0604
8	Phenylalanine metabolism PAO1	PA5084
8	Oxidative phosphorylation PAO1	PA0106;PA0108;PA0107
8	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA4375
8	Glycerolipid metabolism PAO1	PA3582
9	beta-Lactam resistance PAO1	PA0958
9	Dipeptide transport system	PA4503
9	NitT/TauT family transport system	PA3514
9	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
9	Histidine metabolism PAO1	PA3151;PA3152
9	Flagellar assembly PAO1	PA1094;PA1095;PA1092;PA1086
9	Amino sugar and nucleotide sugar metabolism PAO1	PA3148;PA3159;PA3155;PA3158;PA3156
9	Aminoacyl-tRNA biosynthesis, prokaryotes	PA2739
9	Sulfur metabolism PAO1	PA2105;PA2104
10	Pyruvate metabolism PAO1	PA1984
10	Nicotinate and nicotinamide metabolism PAO1	PA1602
10	Pentose phosphate pathway PAO1	PA2321
10	Arginine and proline metabolism PAO1	PA1421
10	Putative sorbitol/mannitol transport system	PA3187
10	Glycine, serine and threonine metabolism PAO1	PA5372;PA5373;PA2446;PA2445;PA2442;PA2444;PA0036
10	Cytochrome c oxidase, cbb3-type	PA1557
10	Valine, leucine and isoleucine degradation PAO1	PA2247;PA2553;PA2000;PA2248;PA2250;PA1999;PA4435;PA3569;PA3570
10	Tyrosine metabolism PAO1	PA2008;PA0865;PA2007;PA2009
10	Dipeptide transport system	PA4504;PA4502
10	Bacterial chemotaxis PAO1	PA1946
10	Glyoxylate and dicarboxylate metabolism PAO1	PA5508
10	Thiamine metabolism PAO1	PA4973
10	Glycerophospholipid metabolism PAO1	PA3584
10	Alanine, aspartate and glutamate metabolism PAO1	PA0782;PA2253
10	Butanoate metabolism PAO1	PA0266
10	Histidine metabolism PAO1	PA5098
10	Fructose and mannose metabolism PAO1	PA3562;PA3560;PA3561
10	Putative polar amino acid transport system	PA4193
10	Quorum sensing PAO1	PA1072;PA3320;PA1073;PA4211
10	Purine metabolism PAO1	PA4645
10	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4228;PA4230;PA4224
10	Glycerolipid metabolism PAO1	PA3579;PA3582
11	Arginine biosynthesis PAO1	PA5171
11	Thiamine metabolism PAO1	PA4973;PA2062
11	Nicotinate and nicotinamide metabolism PAO1	PA1602
11	Glycine, serine and threonine metabolism PAO1	PA2445;PA2446
11	NitT/TauT family transport system	PA2308;PA2599;PA2309
11	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2086
11	Benzoate degradation PAO1	PA2083
11	Glyoxylate and dicarboxylate metabolism PAO1	PA2444
11	Bacterial secretion system PAO1	PA1692
11	Alanine, aspartate and glutamate metabolism PAO1	PA2084
11	D-Methionine transport system	PA3931
11	Glycine betaine/proline transport system	PA5103
11	Putative polar amino acid transport system	PA2204;PA2203;PA4193;PA2202;PA4192;PA4195;PA4194
11	Purine metabolism PAO1	PA3517
11	Nitrogen metabolism PAO1	PA3877
11	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4230;PA4228
11	Sulfur metabolism PAO1	PA4443;PA3442;PA3446;PA1756;PA3935;PA2594;PA2310;PA3447;PA3938;PA4442;PA3443;PA0281;PA2600;PA3937;PA1838;PA0280;PA0283;PA3444;PA2598;PA3936;PA3448;PA0186;PA0282;PA3445;PA3449
11	Type VI secretion system	PA0083;PA0084
12	Pyruvate metabolism PAO1	PA4470
12	Fatty acid metabolism PAO1	PA3333
12	Iron(III) transport system	PA4687;PA5217;PA4688
12	Porphyrin and chlorophyll metabolism PAO1	PA3531
12	Glycine, serine and threonine metabolism PAO1	PA5415
12	Glyoxylate and dicarboxylate metabolism PAO1	PA2444
12	Nitrogen metabolism PAO1	PA4202
12	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
12	Oxidative phosphorylation PAO1	PA1319;PA1318;PA1320
12	Sulfur metabolism PAO1	PA4513
12	Iron complex transport system	PA4708;PA4158;PA4706;PA4707
13	Pyruvate metabolism PAO1	PA0887;PA4470;PA2001
13	Thiamine metabolism PAO1	PA3814
13	Porphyrin and chlorophyll metabolism PAO1	PA0024
13	Glycine, serine and threonine metabolism PAO1	PA2413
13	Synthesis and degradation of ketone bodies PAO1	PA2000
13	Ribosome PAO1	PA3600
13	Bacterial chemotaxis PAO1	PA4290
13	Propanoate metabolism PAO1	PA3568
13	Monobactam biosynthesis PAO1	PA2412
13	Glyoxylate and dicarboxylate metabolism PAO1	PA2444
13	Tryptophan metabolism PAO1	PA3366
13	Bacterial secretion system PAO1	PA1696;PA1701
13	Zinc transport system	PA2409;PA2408;PA2407
13	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA1976
13	Nitrogen metabolism PAO1	PA3392;PA0523;PA3877;PA0524;PA0519
13	Oxidative phosphorylation PAO1	PA2691;PA1856
13	Sulfur metabolism PAO1	PA0518
14	One carbon pool by folate PAO1	PA5420
14	Pentose phosphate pathway PAO1	PA2323;PA2321
14	Putative sorbitol/mannitol transport system	PA3187
14	Glycine, serine and threonine metabolism PAO1	PA5417;PA2444
14	Synthesis and degradation of ketone bodies PAO1	PA1999
14	Bacterial secretion system PAO1	PA0678
14	Glycine betaine/proline transport system	PA3236
14	Putative polar amino acid transport system	PA5137
14	Quorum sensing PAO1	PA4913;PA4909;PA4912;PA4911
14	Phenylalanine metabolism PAO1	PA0872;PA0865
14	Methane metabolism PAO1	PA5421
14	Type III secretion system	PA1719;PA1691;PA1722;PA1701;PA1698;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1716;PA1717;PA1696;PA1693;PA1692;PA1703
15	Cytochrome c oxidase, cbb3-type	PA4133
15	Multidrug resistance, efflux pump MexPQ-OpmE	PA4778
15	Nicotinate and nicotinamide metabolism PAO1	PA0143
15	Valine, leucine and isoleucine degradation PAO1	PA3569
15	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA3475
15	Type VI secretion system	PA1657;PA1656;PA1658
15	Glycerophospholipid metabolism PAO1	PA2536
15	Phenazine biosynthesis PAO1	PA4209;PA4217
15	Fatty acid biosynthesis, initiation	PA3333
15	Putative ABC transport system	PA4064
15	Quorum sensing PAO1	PA1002;PA0999;PA3476;PA0997;PA4211;PA1901;PA3724;PA0998;PA1902;PA3477;PA1000;PA1001;PA1432;PA1904;PA2587;PA1903;PA1905;PA1003;PA0996;PA3479
15	Nitrogen metabolism PAO1	PA1024
15	Cyanoamino acid metabolism PAO1	PA2194;PA2195;PA2193
15	Putrescine transport system	PA2592
16	Pyocyanine biosynthesis, chorismate => pyocyanine	PA4217
16	Fatty acid metabolism PAO1	PA3013;PA4786
16	Gluconeogenesis, oxaloacetate => fructose-6P	PA4748
16	Glycine, serine and threonine metabolism PAO1	PA3167
16	Ribosome PAO1	PA4433;PA4432;PA4741;PA4246;PA4671;PA4259;PA4252;PA3742;PA4272;PA5315;PA4261;PA4274;PA4242;PA4241;PA4247;PA4245
16	Aminoglycoside resistance, protease FtsH	PA4942
16	Aminobenzoate degradation PAO1	PA4901
16	Glyoxylate and dicarboxylate metabolism PAO1	PA2634;PA5215
16	Thiamine metabolism PAO1	PA3814
16	Peptidoglycan biosynthesis PAO1	PA4450
16	Cysteine and methionine metabolism PAO1	PA0546;PA0432
16	Flagellar assembly PAO1	PA1092
16	Butanoate metabolism PAO1	PA4696
16	Histidine metabolism PAO1	PA4449;PA5106
16	Ribosome, bacteria	PA0579;PA4257;PA2970;PA5316;PA4256;PA5570;PA4240;PA4255;PA4271;PA4244;PA4273;PA4239;PA4262;PA4267
16	Quorum sensing PAO1	PA4243;PA3822;PA4747;PA5568;PA4211
16	Purine metabolism PAO1	PA3686;PA4670
16	Citrate cycle (TCA cycle, Krebs cycle)	PA1580
16	Aminoacyl-tRNA biosynthesis PAO1	PA0963;PA5051;PA4483
16	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA1179
16	Pyrimidine metabolism PAO1	PA1156;PA4740;PA3832;PA3480;PA3527;PA3637
16	Oxidative phosphorylation PAO1	PA1581;PA1583;PA5557;PA5560;PA1582;PA1553;PA4430;PA1552;PA1584;PA4429;PA5555
16	2-Oxocarboxylic acid metabolism PAO1	PA5013
16	Lipopolysaccharide biosynthesis PAO1	PA3636
17	Porphyrin and chlorophyll metabolism PAO1	PA4880
17	Putative sorbitol/mannitol transport system	PA3187
17	Valine, leucine and isoleucine degradation PAO1	PA3569;PA3570
17	Arginine and proline metabolism PAO1	PA4774;PA2317
17	beta-Lactam resistance PAO1	PA2020;PA2019;PA2018;PA4110
17	Bacterial chemotaxis PAO1	PA2652;PA4307;PA4310;PA4309
17	Type VI secretion system	PA1657
17	Fatty acid degradation PAO1	PA2815
17	Bacterial secretion system PAO1	PA1719
17	Alanine, aspartate and glutamate metabolism PAO1	PA3459
17	Flagellar assembly PAO1	PA1078;PA1083;PA1080;PA1101;PA1092;PA1077;PA1081;PA1082;PA3526;PA1079
17	Amino sugar and nucleotide sugar metabolism PAO1	PA2022
17	Fructose and mannose metabolism PAO1	PA3540;PA3547;PA3541;PA3551;PA3545
17	Quorum sensing PAO1	PA2569;PA4777
17	Citrate cycle (TCA cycle) PAO1	PA5436
17	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3558
18	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	PA1586
18	Iron(III) transport system	PA4687
18	Nicotinate and nicotinamide metabolism PAO1	PA3505;PA4376
18	Porphyrin and chlorophyll metabolism PAO1	PA5259
18	Valine, leucine and isoleucine degradation PAO1	PA3013
18	NitT/TauT family transport system	PA3514
18	Ribosome PAO1	PA4260;PA4237;PA5570;PA4244
18	F-type ATPase, prokaryotes and chloroplasts	PA5559
18	Histidine metabolism PAO1	PA3151;PA3152
18	Fatty acid degradation PAO1	PA2574
18	Glyoxylate and dicarboxylate metabolism PAO1	PA1587;PA3356
18	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA5063
18	Biosynthesis of unsaturated fatty acids PAO1	PA5371
18	Riboflavin biosynthesis, GTP => riboflavin/FMN/FAD	PA4053
18	Amino sugar and nucleotide sugar metabolism PAO1	PA3159;PA3155;PA3158
18	Ribosome, bacteria	PA4240;PA4252;PA3742;PA4433
18	Quorum sensing PAO1	PA0427;PA4211
18	Purine metabolism PAO1	PA4971;PA5337
18	Sulfur metabolism PAO1	PA0589
19	Porphyrin and chlorophyll metabolism PAO1	PA1923
19	Putative sorbitol/mannitol transport system	PA3187
19	Valine, leucine and isoleucine degradation PAO1	PA3569;PA0747;PA2012
19	beta-Lactam resistance PAO1	PA3719
19	NitT/TauT family transport system	PA3512;PA3513
19	Riboflavin metabolism PAO1	PA4092
19	Ribosome PAO1	PA3601;PA3600
19	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
19	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
19	Thiamine metabolism PAO1	PA4973
19	Glycerophospholipid metabolism PAO1	PA3584
19	Alanine, aspartate and glutamate metabolism PAO1	PA1337
19	Zinc transport system	PA5500
19	Glutamate/aspartate transport system	PA1342;PA1341
19	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	PA1326
19	Putative ABC transport system	PA4065;PA4064
19	Putative polar amino acid transport system	PA4192
19	Pyrimidine metabolism PAO1	PA5541
19	Oxidative phosphorylation PAO1	PA1320
19	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
19	Sulfur metabolism PAO1	PA1838;PA4442;PA3446
19	Glycerolipid metabolism PAO1	PA3582
20	Porphyrin and chlorophyll metabolism PAO1	PA5523
20	Ribosome PAO1	PA5049;PA5570;PA4741;PA3600
20	Glyoxylate and dicarboxylate metabolism PAO1	PA4810;PA5522;PA0065
20	Folate biosynthesis PAO1	PA3914
20	Putative polar amino acid transport system	PA5075
20	Quorum sensing PAO1	PA2570;PA3361
20	Purine metabolism PAO1	PA1931
20	Nitrogen metabolism PAO1	PA5119;PA3877;PA3875
20	Phosphonate transport system	PA3382
20	Phospholipid transport system	PA4452
21	Pyruvate metabolism PAO1	PA5445;PA2382;PA4771
21	Pentose phosphate pathway PAO1	PA2321;PA3183;PA3182
21	Gluconeogenesis, oxaloacetate => fructose-6P	PA3195
21	Arginine and proline metabolism PAO1	PA1421;PA4773;PA3366;PA4774
21	Putative sorbitol/mannitol transport system	PA3187
21	Porphyrin and chlorophyll metabolism PAO1	PA2947;PA2948
21	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0035
21	Fructose and mannose metabolism PAO1	PA3562;PA3560;PA3561
21	Aminoglycoside resistance, protease FtsH	PA4941;PA4942
21	Glyoxylate and dicarboxylate metabolism PAO1	PA4812;PA4811;PA4810;PA3181;PA5508
21	Thiamine metabolism PAO1	PA4973
21	Selenocompound metabolism PAO1	PA0849
21	Glycerophospholipid metabolism PAO1	PA3584
21	Peptidoglycan biosynthesis PAO1	PA2272
21	Cysteine and methionine metabolism PAO1	PA2105
21	Alanine, aspartate and glutamate metabolism PAO1	PA2253
21	Flagellar assembly PAO1	PA1094;PA1086;PA1095;PA1092
21	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
21	Quorum sensing PAO1	PA4777;PA4776
21	Phospholipid transport system	PA4454
21	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3558;PA1180;PA3557
21	Oxidative phosphorylation PAO1	PA1317
21	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3556
21	Glycerolipid metabolism PAO1	PA3579;PA3582
22	Pyruvate metabolism PAO1	PA4329;PA1217;PA1587
22	Biotin metabolism PAO1	PA4389
22	Glycine, serine and threonine metabolism PAO1	PA5373
22	beta-Lactam resistance PAO1	PA3721;PA2018
22	Propanoate metabolism PAO1	PA3568
22	Peptidoglycan biosynthesis PAO1	PA4412
22	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
22	Bacterial secretion system PAO1	PA3820;PA0085
22	Amino sugar and nucleotide sugar metabolism PAO1	PA0597
22	Quorum sensing PAO1	PA1874;PA1871;PA1901;PA3724;PA4206;PA1905;PA2570;PA3361;PA1903;PA4211;PA3478;PA3479;PA4207
22	Nitrogen metabolism PAO1	PA3876;PA3874
22	Oxidative phosphorylation PAO1	PA1317
22	Microcin C transport system	PA1809
22	Citrate cycle (TCA cycle, Krebs cycle)	PA1586
22	Sulfur metabolism PAO1	PA2566
22	Glycolysis / Gluconeogenesis PAO1	PA3195
23	Pyruvate metabolism PAO1	PA3417
23	beta-Oxidation	PA2815
23	Porphyrin and chlorophyll metabolism PAO1	PA1277
23	Valine, leucine and isoleucine degradation PAO1	PA3418
23	Bacterial chemotaxis PAO1	PA2920;PA1930;PA0177;PA0175
23	Type VI secretion system	PA2368;PA2365;PA2366;PA2367
23	Histidine metabolism PAO1	PA5141
23	Glyoxylate and dicarboxylate metabolism PAO1	PA5355
23	Flagellar assembly PAO1	PA1094;PA1092
23	Phenazine biosynthesis PAO1	PA1902
23	Nitrogen metabolism PAO1	PA1174;PA0524;PA3392;PA1173;PA5508
23	Phenylalanine metabolism PAO1	PA5304
23	Citrate cycle (TCA cycle) PAO1	PA3416
23	Oxidative phosphorylation PAO1	PA0105
23	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
24	Pentose phosphate pathway PAO1	PA3183;PA3182
24	Arginine and proline metabolism PAO1	PA1421
24	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2247
24	beta-Lactam resistance PAO1	PA1799;PA5471
24	Propanoate metabolism PAO1	PA2248
24	Type VI secretion system	PA2365;PA2366
24	Glyoxylate and dicarboxylate metabolism PAO1	PA0482;PA2634;PA3181;PA2445;PA2444;PA5508
24	Glycerophospholipid metabolism PAO1	PA2541
24	Quorum sensing PAO1	PA1001;PA4909;PA1637;PA1871
24	Nitrogen metabolism PAO1	PA1024
24	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318;PA1320;PA1321
24	Putrescine transport system	PA2592
25	Biotin metabolism PAO1	PA0502;PA0504;PA0503
25	Denitrification, nitrate => nitrogen	PA1174
25	Valine, leucine and isoleucine degradation PAO1	PA3418
25	Bacterial chemotaxis PAO1	PA2573;PA0177;PA0179
25	Type VI secretion system	PA1667;PA1669;PA1657;PA1659;PA1658;PA1656;PA1660
25	Phenazine biosynthesis PAO1	PA4217
25	Fatty acid biosynthesis, initiation	PA3333
25	Quorum sensing PAO1	PA3476;PA0999;PA1002;PA0997;PA1901;PA3724;PA0998;PA1902;PA1905;PA3477;PA1000;PA1001;PA3361;PA1904;PA2587;PA1903;PA0996;PA4211;PA3478;PA3479
25	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4230;PA4224
25	Oxidative phosphorylation PAO1	PA4133
25	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
25	Sulfur metabolism PAO1	PA4130
25	Glycerolipid metabolism PAO1	PA3582
25	Cyanoamino acid metabolism PAO1	PA2193;PA2194;PA2195
25	Putrescine transport system	PA2592
26	Arginine biosynthesis PAO1	PA5171;PA5172
26	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA0024
26	Glycolysis / Gluconeogenesis PAO1	PA5427
26	Bacterial chemotaxis PAO1	PA1561
26	Type VI secretion system	PA1657;PA1656
26	Vitamin B6 metabolism PAO1	PA1049
26	Glycerophospholipid metabolism PAO1	PA4351
26	Purine metabolism PAO1	PA5497
26	Nitrogen metabolism PAO1	PA0524;PA0523;PA5173;PA3877;PA3876;PA0519;PA3872
26	ABC-2 type transport system	PA5230
26	Oxidative phosphorylation PAO1	PA1557;PA1555;PA3929;PA1556;PA3930
26	Lipopolysaccharide biosynthesis PAO1	PA3337
26	Methane metabolism PAO1	PA0836
26	Putative spermidine/putrescine transport system	PA0295
26	Sulfur metabolism PAO1	PA0518
26	Cyanoamino acid metabolism PAO1	PA2193
27	Pyruvate metabolism PAO1	PA5445;PA4771;PA5436
27	Pentose phosphate pathway PAO1	PA3194;PA2321;PA3182
27	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2013;PA2014;PA2012
27	Tyrosine metabolism PAO1	PA2008
27	Ribosome PAO1	PA3600
27	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
27	Type VI secretion system	PA0083;PA2685;PA0080;PA0084
27	Glyoxylate and dicarboxylate metabolism PAO1	PA4613
27	Selenocompound metabolism PAO1	PA0849
27	Styrene degradation PAO1	PA2009
27	Imipenem resistance, repression of porin OprD	PA0958
27	Putative polar amino acid transport system	PA1260
27	Quorum sensing PAO1	PA1002;PA0999;PA3476;PA0997;PA0998;PA0604;PA1000;PA0605;PA1001;PA0603;PA0996
27	Glutathione metabolism PAO1	PA2813
27	ABC-2 type transport system	PA2812;PA2811
27	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
27	Cyanoamino acid metabolism PAO1	PA2193
27	Putative sorbitol/mannitol transport system	PA3187
28	Pyruvate metabolism PAO1	PA0927;PA4152
28	Tetrahydrofolate biosynthesis, GTP => THF	PA3438
28	Propanoate metabolism PAO1	PA3568
28	Histidine metabolism PAO1	PA5098
28	Nicotinate and nicotinamide metabolism PAO1	PA3088;PA4524
28	Glyoxylate and dicarboxylate metabolism PAO1	PA2445;PA5353;PA2444
28	Styrene degradation PAO1	PA4073
28	Butanoate metabolism PAO1	PA4153;PA4148
28	Glycine betaine/proline transport system	PA5378
28	Quorum sensing PAO1	PA4911
28	Purine metabolism PAO1	PA1514
28	Protein export PAO1	PA5070
28	Phosphonate transport system	PA3382
28	Sulfur relay system PAO1	PA2608;PA2607
28	Microcin C transport system	PA1807
28	Histidine degradation, histidine => N-formiminoglutamate => glutamate	PA5100
28	Putrescine transport system	PA1410
29	Pyruvate metabolism PAO1	PA1217
29	Nicotinate and nicotinamide metabolism PAO1	PA4918
29	Cytochrome c oxidase, cbb3-type	PA4133
29	Type VI secretion system	PA1667;PA1657;PA1661;PA1666;PA1658;PA1668;PA1656;PA1662;PA1660
29	Phenazine biosynthesis PAO1	PA4209;PA4217
29	Histidine metabolism PAO1	PA5100
29	Fatty acid biosynthesis, elongation	PA3333
29	Quorum sensing PAO1	PA3476;PA1002;PA0999;PA0997;PA1871;PA1130;PA1901;PA3724;PA0998;PA1902;PA1905;PA3477;PA1000;PA1001;PA3361;PA1904;PA0996;PA1903;PA4211;PA3478;PA3479
29	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4230
29	Phenylalanine metabolism PAO1	PA0865
29	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
29	Sulfur metabolism PAO1	PA4130
29	Cyanoamino acid metabolism PAO1	PA2193;PA2194;PA2195
29	Putrescine transport system	PA2592
