feature	pathway	gene_signature_definition
3	Methane metabolism PAO1	PA4811;PA4810
3	Protein export PAO1	PA4559;PA5568
4	Pyruvate metabolism PAO1	PA4771
4	Nicotinate and nicotinamide metabolism PAO1	PA1602
4	Arginine and proline metabolism PAO1	PA0897;PA1254
4	Valine, leucine and isoleucine degradation PAO1	PA2000
4	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2682
4	Benzoate degradation PAO1	PA2507;PA0228;PA2508;PA2509
4	Histidine metabolism PAO1	PA3151
4	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
4	Glycerophospholipid metabolism PAO1	PA3584
4	Bacterial secretion system PAO1	PA2685
4	Flagellar assembly PAO1	PA1092
4	Vancomycin resistance PAO1	PA0749
4	Glycine betaine/proline transport system	PA5096
4	Amino sugar and nucleotide sugar metabolism PAO1	PA3158
4	Putative polar amino acid transport system	PA1260;PA1256
4	Lysine degradation PAO1	PA1252
5	Pyruvate metabolism PAO1	PA0482;PA4329
5	Putative sorbitol/mannitol transport system	PA2340
5	RNA degradation PAO1	PA3861
5	beta-Lactam resistance PAO1	PA3719
5	Propanoate metabolism PAO1	PA1787;PA1821
5	Aminoglycoside resistance, protease FtsH	PA4941
5	Streptomycin biosynthesis PAO1	PA4069
5	Mismatch repair PAO1	PA4042
5	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA5063
5	Peptidoglycan biosynthesis PAO1	PA4416;PA4201;PA4411
5	Cysteine and methionine metabolism PAO1	PA4956
5	gamma-Hexachlorocyclohexane transport system	PA3214
5	Bacterial secretion system PAO1	PA5068
5	Protein export PAO1	PA4403
5	Aminoacyl-tRNA biosynthesis PAO1	PA4483;PA3987;PA3834
5	Pyrimidine metabolism PAO1	PA4758
5	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA4947
5	Terpenoid backbone biosynthesis PAO1	PA3627
6	Arginine biosynthesis PAO1	PA4867
6	Denitrification, nitrate => nitrogen	PA3392
6	beta-Lactam resistance PAO1	PA2020;PA4375
6	Bacterial chemotaxis PAO1	PA1561;PA0179
6	Vanadium resistance, efflux pump MexGHI-OpmD	PA4208
6	Flagellar assembly PAO1	PA1092
6	Phenazine biosynthesis PAO1	PA4217
6	Histidine metabolism PAO1	PA3151
6	Alanine, aspartate and glutamate metabolism PAO1	PA0402
6	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	PA3506
6	Quorum sensing PAO1	PA2570;PA4206;PA1070;PA4207
6	Nitrogen metabolism PAO1	PA0519
6	Lipopolysaccharide biosynthesis PAO1	PA2981
6	Sulfur metabolism PAO1	PA0518
7	Pyruvate metabolism PAO1	PA5445
7	Multidrug resistance, efflux pump MexPQ-OpmE	PA4778
7	Nicotinate and nicotinamide metabolism PAO1	PA0143;PA0195
7	Valine, leucine and isoleucine degradation PAO1	PA3569
7	Tyrosine metabolism PAO1	PA2008;PA0865;PA2007;PA2009
7	beta-Lactam resistance PAO1	PA2018
7	Dipeptide transport system	PA4504;PA4506
7	Bacterial chemotaxis PAO1	PA4290
7	Propanoate metabolism PAO1	PA0887;PA0747;PA2555;PA3570
7	Monobactam biosynthesis PAO1	PA2412
7	Glyoxylate and dicarboxylate metabolism PAO1	PA2634
7	Glycerophospholipid metabolism PAO1	PA2541
7	Quorum sensing PAO1	PA1002;PA0999;PA3476;PA0997;PA3724;PA0998;PA1000;PA1001;PA0996;PA2587;PA4211;PA1003;PA1432
7	Hemophore/metalloprotease transport system	PA1247;PA1246
7	Phenylalanine metabolism PAO1	PA5304
7	Methane metabolism PAO1	PA5421
7	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179
7	Tryptophan metabolism PAO1	PA2080
7	Cyanoamino acid metabolism PAO1	PA2193
7	Putrescine transport system	PA2592
8	Pentose and glucuronate interconversions PAO1	PA2217
8	Nicotinate and nicotinamide metabolism PAO1	PA4376
8	Type II general secretion pathway	PA2675;PA1868
8	Phosphonate and phosphinate metabolism PAO1	PA3372
8	Aminoglycoside resistance, protease FtsH	PA5199
8	Benzoate degradation PAO1	PA2507;PA0228;PA2518;PA2508
8	Glyoxylate and dicarboxylate metabolism PAO1	PA2634
8	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA1224
8	Peptidoglycan biosynthesis PAO1	PA4201
8	Cysteine and methionine metabolism PAO1	PA2105;PA2104
8	Flagellar assembly PAO1	PA1094;PA1095;PA1092;PA1086;PA1087
8	Styrene degradation PAO1	PA0227;PA0226
8	Quorum sensing PAO1	PA3320
8	Purine metabolism PAO1	PA5176;PA4971;PA3751
8	Sulfur relay system PAO1	PA2605
8	Citrate cycle (TCA cycle) PAO1	PA4152
9	Pyruvate metabolism PAO1	PA1217;PA5435
9	Macrolide resistance, MacAB-TolC transporter	PA1179
9	Glycine, serine and threonine metabolism PAO1	PA5415;PA2445;PA2446;PA2442;PA2444
9	Denitrification, nitrate => nitrogen	PA0524
9	Type VI secretion system	PA0083;PA0085;PA2685;PA0084
9	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
9	Glycerophospholipid metabolism PAO1	PA3584
9	beta-Alanine metabolism PAO1	PA0130
9	Imipenem resistance, repression of porin OprD	PA0958
9	Putative polar amino acid transport system	PA2204
9	Quorum sensing PAO1	PA1072;PA1070;PA1432;PA0603;PA0606
9	Glutathione metabolism PAO1	PA2813
9	ABC-2 type transport system	PA2811
9	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	PA4121
9	Sulfur metabolism PAO1	PA4443;PA3442;PA3446;PA1838;PA0280;PA3443;PA3935;PA0283;PA0281;PA2594;PA3444;PA3937;PA3938;PA4442
9	Glycerolipid metabolism PAO1	PA3582
10	One carbon pool by folate PAO1	PA5228
10	Arginine and proline metabolism PAO1	PA4773;PA0202
10	Cytochrome c oxidase, cbb3-type	PA1555;PA1556
10	Valine, leucine and isoleucine degradation PAO1	PA5313;PA3569
10	Bacterial chemotaxis PAO1	PA1946
10	Type VI secretion system	PA0083
10	Phosphonate and phosphinate metabolism PAO1	PA1310
10	Glyoxylate and dicarboxylate metabolism PAO1	PA5355
10	Peptidoglycan biosynthesis PAO1	PA4418;PA4201
10	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
10	Folate biosynthesis PAO1	PA3914
10	Amino sugar and nucleotide sugar metabolism PAO1	PA5549
10	Quorum sensing PAO1	PA2570;PA4206;PA1003;PA4207
10	Purine metabolism PAO1	PA4865;PA4868;PA0590
10	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3558
10	Lipopolysaccharide biosynthesis PAO1	PA5010
10	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554
10	Lysine degradation PAO1	PA1252
10	Glycerolipid metabolism PAO1	PA3579;PA3582
10	Glycolysis / Gluconeogenesis PAO1	PA1982
11	One carbon pool by folate PAO1	PA5415
11	Cytochrome c oxidase, cbb3-type	PA1856
11	Pentose phosphate pathway PAO1	PA2321
11	Putative sorbitol/mannitol transport system	PA2338;PA3187
11	RNA degradation PAO1	PA4761
11	Iron(III) transport system	PA4688
11	Tyrosine metabolism PAO1	PA2009
11	NitT/TauT family transport system	PA2309
11	Glycolysis, core module involving three-carbon compounds	PA3195
11	Cysteine and methionine metabolism PAO1	PA5203
11	D-Methionine transport system	PA3931;PA5503
11	Phenazine biosynthesis PAO1	PA4217
11	Glutamate/aspartate transport system	PA5082
11	Glycine betaine/proline transport system	PA5103
11	Putative polar amino acid transport system	PA2204;PA2203;PA4193;PA2202;PA4192;PA5155;PA4195;PA4194
11	Sulfur relay system PAO1	PA2062
11	Sulfur metabolism PAO1	PA4443;PA3442;PA3446;PA1756;PA3935;PA2594;PA2310;PA3938;PA4442;PA3443;PA0281;PA3937;PA1493;PA1838;PA0280;PA0283;PA3444;PA2598;PA3936;PA0282;PA3445;PA3449
12	Biotin metabolism PAO1	PA0504;PA0503
12	Arginine and proline metabolism PAO1	PA0898;PA0899;PA0897
12	Glycine, serine and threonine metabolism PAO1	PA5415;PA2443;PA2442
12	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	PA3183
12	Tyrosine metabolism PAO1	PA2008;PA2009
12	Ribosome PAO1	PA4263
12	Bacterial chemotaxis PAO1	PA4290
12	Propanoate metabolism PAO1	PA3568
12	Type VI secretion system	PA1657
12	Glyoxylate and dicarboxylate metabolism PAO1	PA2444;PA5508
12	Cysteine and methionine metabolism PAO1	PA2104;PA1927
12	Flagellar assembly PAO1	PA1081;PA1103
12	Fructose and mannose metabolism PAO1	PA3545
12	Quorum sensing PAO1	PA3361;PA0996;PA0997;PA0998;PA3478
12	Purine metabolism PAO1	PA4969;PA1140
12	Glycolysis / Gluconeogenesis PAO1	PA1982
13	Pyruvate metabolism PAO1	PA1135
13	Arginine biosynthesis PAO1	PA5171;PA5172
13	Denitrification, nitrate => nitrogen	PA1174
13	Valine, leucine and isoleucine degradation PAO1	PA0747;PA2015;PA2553;PA3418;PA3570;PA2550
13	Tyrosine metabolism PAO1	PA2007;PA2009
13	Porphyrin and chlorophyll metabolism PAO1	PA1277
13	Bacterial chemotaxis PAO1	PA2573;PA4500;PA0177;PA4502;PA0179
13	beta-Alanine metabolism PAO1	PA3713
13	Butanoate metabolism PAO1	PA5058
13	Spermidine/putrescine transport system	PA3607;PA3609;PA3610;PA3608
13	Quorum sensing PAO1	PA3250;PA3477
13	Purine metabolism PAO1	PA4645
13	Hemophore/metalloprotease transport system	PA1247
13	Oxidative phosphorylation PAO1	PA0108;PA0105;PA0107
13	Lipopolysaccharide biosynthesis PAO1	PA3337
14	Pyocyanine biosynthesis, chorismate => pyocyanine	PA1903;PA4217;PA4209;PA1905
14	Arginine biosynthesis PAO1	PA5172;PA5173;PA5508
14	Sulfate-sulfur assimilation	PA4130
14	RNA degradation PAO1	PA3861
14	Cytochrome c oxidase, cbb3-type	PA1555;PA1556
14	beta-Lactam resistance PAO1	PA2019
14	Glyoxylate and dicarboxylate metabolism PAO1	PA5354;PA4812
14	DNA replication PAO1	PA3642
14	Glycerophospholipid metabolism PAO1	PA2584;PA3651;PA2969
14	Bacterial secretion system PAO1	PA3820
14	Phenazine biosynthesis PAO1	PA1904;PA1902;PA4211
14	Vancomycin resistance PAO1	PA5302
14	Quorum sensing PAO1	PA3478
14	Purine metabolism PAO1	PA0944
14	Lipopolysaccharide biosynthesis PAO1	PA3643
14	Protein export PAO1	PA3821
15	Pyruvate metabolism PAO1	PA4771;PA3452
15	Arginine and proline metabolism PAO1	PA4774;PA1421;PA0782;PA1254;PA3713;PA4773
15	Glycine, serine and threonine metabolism PAO1	PA2446
15	Tyrosine metabolism PAO1	PA2008;PA4121;PA0870;PA2009;PA4122;PA4125;PA2007;PA4123;PA4124;PA0865
15	Bacterial chemotaxis PAO1	PA1460;PA4307
15	Glyoxylate and dicarboxylate metabolism PAO1	PA2445;PA2444
15	Tryptophan metabolism PAO1	PA2579
15	Bacterial secretion system PAO1	PA1693
15	Alanine, aspartate and glutamate metabolism PAO1	PA4588
15	Butanoate metabolism PAO1	PA5445;PA1999;PA2000
15	Amino sugar and nucleotide sugar metabolism PAO1	PA3540;PA3559
15	Fructose and mannose metabolism PAO1	PA3547;PA3541;PA3545
15	Spermidine/putrescine transport system	PA3607;PA3609;PA3610;PA3608
15	Quorum sensing PAO1	PA4777;PA4776
15	Phenylalanine metabolism PAO1	PA0872
15	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3558
15	Oxidative phosphorylation PAO1	PA1317;PA4133;PA1319;PA1318;PA1320;PA3930;PA1321
15	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA3552;PA3553;PA3557;PA3556
15	Iron complex transport system	PA4158
16	Pyruvate metabolism PAO1	PA4771
16	Type III secretion system	PA1693
16	Porphyrin and chlorophyll metabolism PAO1	PA2611
16	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2012
16	Glycine, serine and threonine metabolism PAO1	PA5415;PA5372;PA2445;PA2444;PA2446
16	Base excision repair PAO1	PA4172
16	beta-Lactam resistance PAO1	PA4110
16	Fructose and mannose metabolism PAO1	PA3540;PA2232;PA3547;PA3541;PA3545
16	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	PA1806
16	Sulfonate transport system	PA3449
16	Bacterial secretion system PAO1	PA1719
16	Glutamate/aspartate transport system	PA1341
16	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179;PA3556;PA3552
16	Bacterial chemotaxis PAO1	PA4307
16	Quorum sensing PAO1	PA1071;PA3319;PA1072;PA1070;PA2569;PA1073
16	Aminoacyl-tRNA biosynthesis PAO1	PA0009
16	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3558
16	Methane metabolism PAO1	PA3629
17	Pyruvate metabolism PAO1	PA1984
17	Thiamine metabolism PAO1	PA4051
17	Glycine, serine and threonine metabolism PAO1	PA2446
17	beta-Lactam resistance PAO1	PA2018
17	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
17	Type VI secretion system	PA0083;PA0089;PA0088;PA0079;PA0084;PA0087
17	Histidine metabolism PAO1	PA5100
17	Glyoxylate and dicarboxylate metabolism PAO1	PA2444
17	Bacterial secretion system PAO1	PA1694;PA0078;PA0080;PA1690;PA1697;PA1725;PA0090;PA1696;PA1693;PA1719;PA0091;PA1701;PA1695;PA0085;PA1723;PA1703;PA1691;PA2685;PA1698;PA1716;PA0081;PA1692
17	Flagellar assembly PAO1	PA3526
17	Glycine betaine/proline transport system	PA3236
17	Pyrimidine metabolism PAO1	PA5541
17	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
17	Type III secretion system	PA1724;PA1722;PA1717
18	Arginine and proline metabolism PAO1	PA4774
18	NitT/TauT family transport system	PA2327;PA2329
18	Riboflavin metabolism PAO1	PA3446
18	Glyoxylate and dicarboxylate metabolism PAO1	PA4811
18	Cysteine and methionine metabolism PAO1	PA4773
18	gamma-Hexachlorocyclohexane transport system	PA4456;PA4454
18	Phenazine biosynthesis PAO1	PA4217
18	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
18	Quorum sensing PAO1	PA4777;PA4776
18	Phospholipid transport system	PA4455
18	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3557;PA3558;PA3556;PA1249;PA1180
18	Base excision repair PAO1	PA4010
19	Fatty acid metabolism PAO1	PA3333
19	Degradation of aromatic compounds PAO1	PA4122
19	Phosphate transport system	PA5366
19	Type VI secretion system	PA0084
19	Glycerophospholipid metabolism PAO1	PA4351
19	Imipenem resistance, repression of porin OprD	PA0958
19	Quorum sensing PAO1	PA1071;PA1073;PA1070
19	Branched-chain amino acid transport system	PA1072
19	Glutathione metabolism PAO1	PA2813
19	ABC-2 type transport system	PA2812;PA2811
20	Thiamine metabolism PAO1	PA4051
20	Type II general secretion pathway	PA3095
20	beta-Lactam resistance PAO1	PA2019;PA2018
20	Dipeptide transport system	PA4500
20	Histidine metabolism PAO1	PA3151
20	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA1224
20	Flagellar assembly PAO1	PA1094;PA1095;PA1092
20	Amino sugar and nucleotide sugar metabolism PAO1	PA3159;PA3156;PA3148;PA3155;PA2232;PA3158
20	Putative polar amino acid transport system	PA4195;PA4194;PA4193;PA4192
20	Quorum sensing PAO1	PA3361
20	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
21	Iron(III) transport system	PA4687
21	Pentose phosphate pathway PAO1	PA2321
21	Arginine and proline metabolism PAO1	PA4114
21	Macrolide resistance, MacAB-TolC transporter	PA2389
21	Glycine, serine and threonine metabolism PAO1	PA2413;PA2446;PA5415;PA2445;PA2442;PA2444;PA2443
21	NitT/TauT family transport system	PA2329;PA2328;PA2327
21	Monobactam biosynthesis PAO1	PA2412
21	Type VI secretion system	PA2360;PA2369;PA2366;PA2367;PA2362;PA2371;PA2368;PA2363;PA2365;PA2370
21	Aminoglycoside resistance, protease FtsH	PA2438
21	Glycerophospholipid metabolism PAO1	PA5310;PA2352
21	Alanine, aspartate and glutamate metabolism PAO1	PA5429
21	Zinc transport system	PA2409;PA2408;PA2407
21	Imipenem resistance, repression of porin OprD	PA2492
21	Putative ABC transport system	PA2857
21	Oxidative phosphorylation PAO1	PA1319
21	2-Oxocarboxylic acid metabolism PAO1	PA2035
21	Iron complex transport system	PA4158
22	Pentose phosphate pathway PAO1	PA2796
22	Arginine and proline metabolism PAO1	PA4007
22	RNA degradation PAO1	PA4385;PA2976
22	Ribosome PAO1	PA4433;PA4246;PA0579;PA4258;PA4259;PA5570;PA4240;PA4261;PA4274;PA4242;PA4241;PA4247;PA4935;PA4248
22	Homologous recombination PAO1	PA4232
22	Aminoglycoside resistance, protease FtsH	PA4941;PA4751
22	Glyoxylate and dicarboxylate metabolism PAO1	PA5119
22	Cysteine and methionine metabolism PAO1	PA1684
22	Bacterial secretion system PAO1	PA5068
22	Butanoate metabolism PAO1	PA1821
22	Histidine metabolism PAO1	PA5067;PA5066
22	Ribosome, bacteria	PA4264;PA3162;PA4257;PA4563;PA4249;PA4271;PA4268;PA4273;PA4267;PA4262
22	Purine metabolism PAO1	PA3043;PA3807;PA5337
22	Aminoacyl-tRNA biosynthesis, prokaryotes	PA0956
22	Protein export PAO1	PA5069
22	Phenylalanine metabolism PAO1	PA5304
22	Sulfur relay system PAO1	PA3814
22	Citrate cycle (TCA cycle) PAO1	PA1582;PA2623;PA1583
22	Oxidative phosphorylation PAO1	PA5559;PA5558
22	Citrate cycle (TCA cycle, Krebs cycle)	PA1588
22	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	PA1010
22	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5489
22	Putrescine transport system	PA2711
22	Glycolysis / Gluconeogenesis PAO1	PA3001
23	Pyruvate metabolism PAO1	PA1984;PA2555;PA2553
23	Lysine biosynthesis PAO1	PA4188
23	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA0024
23	Denitrification, nitrate => nitrogen	PA0524;PA3392;PA3874;PA0523
23	Valine, leucine and isoleucine degradation PAO1	PA3569
23	Tyrosine metabolism PAO1	PA4127;PA4128;PA4122;PA4125;PA4123;PA4124;PA4121
23	Arginine and proline metabolism PAO1	PA4189
23	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0025
23	Glyoxylate and dicarboxylate metabolism PAO1	PA5355;PA2444
23	Tryptophan metabolism PAO1	PA4163
23	Butanoate metabolism PAO1	PA4180;PA2011
23	Phenazine biosynthesis PAO1	PA0999;PA1001;PA0996;PA0997;PA0998
23	Folate biosynthesis PAO1	PA3870
23	Quorum sensing PAO1	PA1000
23	Nitrogen metabolism PAO1	PA3875;PA0519;PA3872
23	Oxidative phosphorylation PAO1	PA1856
23	Sulfur metabolism PAO1	PA0518
24	Pyruvate metabolism PAO1	PA5435
24	Degradation of aromatic compounds PAO1	PA0480
24	Arginine and proline metabolism PAO1	PA4773;PA4774
24	Glycine, serine and threonine metabolism PAO1	PA5372;PA5417;PA2446
24	Fructose and mannose metabolism PAO1	PA2232
24	Glyoxylate and dicarboxylate metabolism PAO1	PA5420;PA4812
24	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
24	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA1976
24	Quorum sensing PAO1	PA4206;PA3361;PA4776;PA4207
24	Purine metabolism PAO1	PA1931
24	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine	PA2035
24	Methane metabolism PAO1	PA5421
24	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
24	Sulfur metabolism PAO1	PA2566
25	Thiamine metabolism PAO1	PA4973
25	Pentose phosphate pathway PAO1	PA2265
25	Arginine and proline metabolism PAO1	PA4773;PA4774;PA3366;PA1421;PA0782
25	Putative sorbitol/mannitol transport system	PA3187
25	Base excision repair PAO1	PA4010
25	Tyrosine metabolism PAO1	PA2008;PA4128;PA2007;PA2009;PA0865
25	beta-Lactam resistance PAO1	PA5471
25	Ribosome PAO1	PA3600
25	Bacterial chemotaxis PAO1	PA4307
25	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	PA0098
25	Glyoxylate and dicarboxylate metabolism PAO1	PA4812;PA5354;PA5353;PA5355
25	Cysteine and methionine metabolism PAO1	PA1927
25	Bacterial secretion system PAO1	PA0080
25	Phenazine biosynthesis PAO1	PA4217
25	Histidine metabolism PAO1	PA3151
25	Folate biosynthesis PAO1	PA3914
25	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
25	Ribosome, bacteria	PA3601
25	Quorum sensing PAO1	PA4776;PA3364;PA4777
25	Nitrogen metabolism PAO1	PA3876;PA3875;PA1024
25	Glutathione metabolism PAO1	PA1655
25	Phospholipid transport system	PA4455;PA4454;PA4453
25	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3557;PA3558;PA0920;PA3556;PA1180
26	Pentose phosphate pathway PAO1	PA3183;PA3182
26	Macrolide resistance, MacAB-TolC transporter	PA2389
26	Putative sorbitol/mannitol transport system	PA3187
26	Denitrification, nitrate => nitrogen	PA3875;PA3872
26	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	PA3194
26	Tyrosine metabolism PAO1	PA4128;PA4127;PA4121;PA4122
26	beta-Lactam resistance PAO1	PA0958
26	Glyoxylate and dicarboxylate metabolism PAO1	PA5415;PA2445;PA2446;PA3181;PA2444
26	Cysteine and methionine metabolism PAO1	PA4773;PA4774;PA1927
26	Bacterial secretion system PAO1	PA0263
26	Folate biosynthesis PAO1	PA3914
26	Amino sugar and nucleotide sugar metabolism PAO1	PA3193;PA3559
26	Quorum sensing PAO1	PA0999;PA1002;PA0997;PA0998;PA1000;PA1001;PA1904;PA0996;PA4777
26	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
26	Oxidative phosphorylation PAO1	PA0106
26	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA3557;PA3558;PA3556;PA4144;PA1180
26	Glycolysis / Gluconeogenesis PAO1	PA3195;PA4152
27	Nicotinate and nicotinamide metabolism PAO1	PA4918
27	Cysteine biosynthesis, serine => cysteine	PA2104;PA2105
27	Valine, leucine and isoleucine degradation PAO1	PA2553
27	NitT/TauT family transport system	PA2329
27	Histidine metabolism PAO1	PA3151;PA3152
27	Flagellar assembly PAO1	PA1094;PA1095;PA1092;PA1086;PA1087
27	Amino sugar and nucleotide sugar metabolism PAO1	PA3148;PA3159;PA3155;PA3158;PA3156
28	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	PA4470
28	Iron(III) transport system	PA5217
28	Nicotinate and nicotinamide metabolism PAO1	PA1602
28	Porphyrin and chlorophyll metabolism PAO1	PA3531;PA4880
28	Macrolide resistance, MacAB-TolC transporter	PA2389
28	Glycine, serine and threonine metabolism PAO1	PA2413
28	Denitrification, nitrate => nitrogen	PA1173
28	Monobactam biosynthesis PAO1	PA2412
28	Aminobenzoate degradation PAO1	PA2514;PA2512;PA3366;PA2513
28	Glyoxylate and dicarboxylate metabolism PAO1	PA2446;PA5415;PA2445;PA4812;PA2444;PA4810;PA4811
28	Zinc transport system	PA2409;PA2408;PA2407
28	Quorum sensing PAO1	PA3364
28	Nitrogen metabolism PAO1	PA1174
28	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
28	Citrate cycle (TCA cycle) PAO1	PA5445
28	Iron complex transport system	PA4708;PA4707;PA4706;PA4159;PA4158
29	Multidrug resistance, efflux pump MexPQ-OpmE	PA3523
29	Pentose phosphate pathway PAO1	PA3181;PA2261;PA3194;PA2323;PA3182;PA2263;PA2321;PA3183
29	Porphyrin and chlorophyll metabolism PAO1	PA2948;PA2944
29	Putative sorbitol/mannitol transport system	PA3187
