feature	pathway	gene_signature_definition
11	Amino sugar and nucleotide sugar metabolism PAO1	PA3155;PA3559
11	Quorum sensing PAO1	PA3476;PA3479;PA4206;PA2570;PA3478;PA4777
11	Nitrogen metabolism PAO1	PA0524;PA4202;PA3875;PA0523
11	Glutathione metabolism PAO1	PA2813
11	ABC-2 type transport system	PA2811
11	Pyrimidine metabolism PAO1	PA5497
11	Oxidative phosphorylation PAO1	PA0106;PA0108;PA0105;PA3929;PA0107
11	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA3552;PA3553;PA3557;PA3724;PA3558;PA3556
12	Thiamine metabolism PAO1	PA4051
12	Dipeptide transport system	PA4500
12	Tetrahydrofolate biosynthesis, GTP => THF	PA4750
12	Tryptophan metabolism PAO1	PA4163
12	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA1224
12	Flagellar assembly PAO1	PA1094;PA1095;PA1092;PA1086;PA1087
12	Histidine metabolism PAO1	PA3151;PA3152
12	Amino sugar and nucleotide sugar metabolism PAO1	PA3159;PA3156;PA3148;PA3155;PA2232;PA3158
12	Putative polar amino acid transport system	PA4195;PA4194;PA4193;PA4192
12	Quorum sensing PAO1	PA3361
12	Purine metabolism PAO1	PA4969
12	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA1165
12	Lipopolysaccharide biosynthesis PAO1	PA5010
12	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
13	Pyruvate metabolism PAO1	PA4771
13	Cysteine biosynthesis, serine => cysteine	PA2105
13	Type II general secretion pathway	PA1382
13	Porphyrin and chlorophyll metabolism PAO1	PA2905
13	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA3475
13	Homologous recombination PAO1	PA4283;PA2961
13	Phosphonate and phosphinate metabolism PAO1	PA4866
13	Glycerophospholipid metabolism PAO1	PA3584
13	Flagellar assembly PAO1	PA1445
13	Spermidine/putrescine transport system	PA0324
13	Quorum sensing PAO1	PA1130
13	Sulfur relay system PAO1	PA2103
13	Lipopolysaccharide biosynthesis PAO1	PA3643
13	Microcin C transport system	PA2059
13	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3310
13	Sulfur metabolism PAO1	PA2104
14	Arginine biosynthesis PAO1	PA5172
14	Arginine and proline metabolism PAO1	PA0293
14	Cytochrome c oxidase, cbb3-type	PA1557;PA1555;PA1856
14	Porphyrin and chlorophyll metabolism PAO1	PA0024;PA0510;PA4235
14	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0025
14	Type VI secretion system	PA1657;PA2685
14	Vitamin B6 metabolism PAO1	PA1049
14	Folate biosynthesis PAO1	PA0975
14	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
14	Quorum sensing PAO1	PA4777;PA0295
14	Purine metabolism PAO1	PA5497;PA1920
14	Nitrogen metabolism PAO1	PA0523;PA0524;PA3392;PA0519;PA5173;PA3877;PA3876;PA3875
14	ABC-2 type transport system	PA5230
14	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3554;PA3558;PA3552;PA1180;PA3557
14	Chloroalkane and chloroalkene degradation PAO1	PA5427
14	Oxidative phosphorylation PAO1	PA1556
14	Lipopolysaccharide biosynthesis PAO1	PA3337
14	Methane metabolism PAO1	PA4811;PA4810;PA4812;PA0836
14	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179;PA3556;PA3553
14	Sulfur metabolism PAO1	PA0518
15	Fatty acid metabolism PAO1	PA3333
15	Nicotinate and nicotinamide metabolism PAO1	PA0143;PA1602;PA0195
15	Type VI secretion system	PA1657;PA1659;PA1666;PA1658;PA1668;PA1656;PA1660
15	Glyoxylate and dicarboxylate metabolism PAO1	PA5415;PA2081;PA0482;PA2444;PA2634
15	Flagellar assembly PAO1	PA1092
15	Amino sugar and nucleotide sugar metabolism PAO1	PA1384
15	Quorum sensing PAO1	PA1002;PA0999;PA3476;PA0997;PA3724;PA0998;PA1902;PA1000;PA1001;PA0996;PA2587;PA4211;PA1003;PA1432
15	Nitrogen metabolism PAO1	PA1024
15	ABC-2 type transport system	PA5230
15	Oxidative phosphorylation PAO1	PA4133
15	Cyanoamino acid metabolism PAO1	PA2194;PA2195;PA2193
15	Putrescine transport system	PA2592
16	Pyruvate metabolism PAO1	PA5435
16	Porphyrin and chlorophyll metabolism PAO1	PA4880
16	Arginine and proline metabolism PAO1	PA4773;PA4774
16	beta-Lactam resistance PAO1	PA2019;PA4110
16	Bacterial chemotaxis PAO1	PA2652;PA4307;PA2654;PA4310;PA4309
16	Type VI secretion system	PA1657;PA1656
16	Fatty acid degradation PAO1	PA2815
16	Alanine, aspartate and glutamate metabolism PAO1	PA2629;PA3459
16	Flagellar assembly PAO1	PA1078;PA1100;PA1083;PA1080;PA1101;PA1077;PA1081;PA1082;PA3526;PA1079
16	Amino sugar and nucleotide sugar metabolism PAO1	PA3552
16	Fructose and mannose metabolism PAO1	PA3540;PA3541;PA3551;PA3542;PA3547;PA3545
16	Quorum sensing PAO1	PA2569;PA3361
16	Citrate cycle (TCA cycle) PAO1	PA0854
16	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3558
17	Pyruvate metabolism PAO1	PA5016;PA4771;PA2555
17	Iron(III) transport system	PA4687;PA4688
17	Porphyrin and chlorophyll metabolism PAO1	PA4880
17	Glycine, serine and threonine metabolism PAO1	PA3710
17	Valine, leucine and isoleucine degradation PAO1	PA2553;PA2014;PA2000;PA1999;PA2012;PA3569;PA3570
17	beta-Lactam resistance PAO1	PA2019;PA2018
17	Bacterial chemotaxis PAO1	PA2652;PA4310;PA1946;PA2654;PA3348;PA4307
17	Histidine metabolism PAO1	PA3151;PA5098;PA5100;PA5106
17	Glyoxylate and dicarboxylate metabolism PAO1	PA5354;PA1562
17	beta-Alanine metabolism PAO1	PA3713
17	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
17	Bacterial secretion system PAO1	PA3097;PA2685
17	Flagellar assembly PAO1	PA1081;PA1078;PA1077;PA3526;PA1079
17	Phenazine biosynthesis PAO1	PA0999;PA1000
17	Glycine betaine/proline transport system	PA5096
17	Amino sugar and nucleotide sugar metabolism PAO1	PA3148;PA3159;PA2232;PA3158;PA3156
17	Putative polar amino acid transport system	PA2204
17	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1320
18	Phosphotransferase system (PTS) PAO1	PA4464
18	Fatty acid metabolism PAO1	PA4089;PA1609
18	RNA degradation PAO1	PA4944;PA0336
18	Ribosome PAO1	PA4246;PA0579;PA4248;PA4259;PA4257;PA4258;PA4256;PA4249;PA4671;PA3656;PA4268;PA4250;PA3745;PA4242;PA4267;PA4239;PA4247;PA4245
18	Bacterial chemotaxis PAO1	PA3348;PA1457
18	Aminoglycoside resistance, protease FtsH	PA4751;PA2604
18	Glyoxylate and dicarboxylate metabolism PAO1	PA2634
18	Thiamine metabolism PAO1	PA3814
18	Streptomycin biosynthesis PAO1	PA5163
18	Ribosome, bacteria	PA5316;PA4251;PA4237;PA2742;PA4260;PA4433;PA2970;PA5570;PA4272;PA4274;PA4254;PA4264;PA4262;PA4563;PA4244;PA4273;PA4568;PA3162;PA4252;PA3742;PA4240;PA4263;PA4241;PA2741
18	Quorum sensing PAO1	PA4403
18	Purine metabolism PAO1	PA5337
18	Pyrimidine metabolism PAO1	PA4238
18	Citrate cycle (TCA cycle) PAO1	PA1581;PA1580;PA1583
18	Oxidative phosphorylation PAO1	PA5554;PA2638
18	2-Oxocarboxylic acid metabolism PAO1	PA5013
18	Lipopolysaccharide biosynthesis PAO1	PA4406
18	Citrate cycle (TCA cycle, Krebs cycle)	PA1587;PA1584;PA1588;PA2623
19	Fatty acid metabolism PAO1	PA4786
19	Biotin metabolism PAO1	PA3645
19	Glycine, serine and threonine metabolism PAO1	PA3167
19	Ribosome PAO1	PA4741;PA4246;PA4259;PA4252;PA3742;PA5570;PA4251;PA4272;PA4240;PA5315;PA4271;PA4255;PA4274;PA3745;PA4273;PA4241;PA4262
19	Fructose and mannose metabolism PAO1	PA4748
19	Benzoate degradation PAO1	PA0968
19	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	PA2967
19	Aminobenzoate degradation PAO1	PA4901
19	Glyoxylate and dicarboxylate metabolism PAO1	PA5215
19	Multidrug resistance, efflux pump TriABC-TolC	PA0156
19	Cysteine and methionine metabolism PAO1	PA0546;PA5013;PA0432
19	D-Methionine transport system	PA5505
19	Butanoate metabolism PAO1	PA1997;PA4696
19	Histidine metabolism PAO1	PA5106
19	Ribosome, bacteria	PA4433;PA0579;PA4671;PA4257;PA5316;PA2970;PA4256;PA4244;PA4242;PA4263;PA4239;PA4245
19	Quorum sensing PAO1	PA4243;PA0609;PA4276;PA4747;PA4211;PA3822;PA5568
19	Purine metabolism PAO1	PA4740;PA4443;PA3686;PA3832;PA4670
19	Aminoacyl-tRNA biosynthesis PAO1	PA0963;PA2744;PA5051
19	Pyrimidine metabolism PAO1	PA3163;PA1156;PA4238;PA3480;PA3637
19	Citrate cycle (TCA cycle) PAO1	PA1580
19	Oxidative phosphorylation PAO1	PA5559;PA1581;PA1583;PA5557;PA5560;PA1582;PA1552;PA1584;PA5554;PA4429;PA5555
19	Lipopolysaccharide biosynthesis PAO1	PA3636
19	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
19	Terpenoid backbone biosynthesis PAO1	PA4669
19	Fatty acid biosynthesis PAO1	PA1470
20	Iron(III) transport system	PA4688
20	beta-Oxidation	PA3426
20	Valine, leucine and isoleucine degradation PAO1	PA2550
20	Riboflavin metabolism PAO1	PA1274
20	Ribosome PAO1	PA5570
20	Homologous recombination PAO1	PA1534
20	Glycerophospholipid metabolism PAO1	PA3651
20	Putative polar amino acid transport system	PA1257;PA4027
20	Spermidine/putrescine transport system	PA3607;PA3608;PA3609;PA3610
20	Quorum sensing PAO1	PA3250
20	Purine metabolism PAO1	PA4645
20	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4230
20	Oxidative phosphorylation PAO1	PA4429;PA1320;PA1856
20	D-Glutamine and D-glutamate metabolism PAO1	PA1638
20	Putrescine transport system	PA2711
21	Pyruvate metabolism PAO1	PA1217
21	Fatty acid metabolism PAO1	PA3333
21	Cytochrome c oxidase, cbb3-type	PA4133
21	Type VI secretion system	PA1667;PA1657;PA1658;PA1668;PA1656;PA1660
21	Phenazine biosynthesis PAO1	PA4209;PA4217
21	Quorum sensing PAO1	PA0997;PA1871;PA4211;PA0998;PA1902;PA2570;PA1002;PA3477;PA3361;PA1904;PA3478;PA0996;PA3724;PA1000;PA3479;PA0999;PA3476;PA1130;PA1901;PA1001;PA1903;PA1905
21	Hemophore/metalloprotease transport system	PA1247
21	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4230
21	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
21	Sulfur metabolism PAO1	PA4130
21	Cyanoamino acid metabolism PAO1	PA2193;PA2194;PA2195
21	Putrescine transport system	PA2592
22	Lysine biosynthesis PAO1	PA5278
22	Nicotinate and nicotinamide metabolism PAO1	PA4376
22	Geraniol degradation PAO1	PA2888
22	Porphyrin and chlorophyll metabolism PAO1	PA2947
22	Ribosome PAO1	PA4260;PA4259
22	Glyoxylate and dicarboxylate metabolism PAO1	PA3131
22	Vitamin B6 metabolism PAO1	PA0773
22	Bacterial secretion system PAO1	PA1867;PA3097;PA0263
22	Alanine, aspartate and glutamate metabolism PAO1	PA5429
22	Phosphonate transport system	PA3315
22	Phospholipid transport system	PA3212
22	Oxidative phosphorylation PAO1	PA2649
22	Lipopolysaccharide biosynthesis PAO1	PA5010
22	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3310
23	Cytochrome c oxidase, cbb3-type	PA1856
23	Thiamine metabolism PAO1	PA2062
23	Monobactam biosynthesis PAO1	PA2412
23	Benzoate degradation PAO1	PA2083
23	Cysteine and methionine metabolism PAO1	PA5025
23	D-Methionine transport system	PA3931
23	Phenazine biosynthesis PAO1	PA0999;PA1001;PA0997;PA0998;PA4211
23	Glycine betaine/proline transport system	PA5103
23	Putative polar amino acid transport system	PA2204;PA2203;PA4193;PA4192;PA2202;PA4195;PA4194
23	Quorum sensing PAO1	PA0996;PA1000
23	Sulfur metabolism PAO1	PA0282;PA4443;PA3445;PA3936;PA3442;PA3446;PA1756;PA3937;PA3449;PA1838;PA0280;PA3443;PA3935;PA0283;PA0281;PA2594;PA3444;PA2310;PA3448;PA3938;PA4442
24	Pyruvate metabolism PAO1	PA3416;PA1217;PA1984;PA5435;PA3417
24	Multidrug resistance, efflux pump MexPQ-OpmE	PA3521;PA3523;PA3522
24	beta-Lactam resistance PAO1	PA5471
24	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
24	Glycerophospholipid metabolism PAO1	PA3584
24	Glutamate/aspartate transport system	PA1342
24	Putative polar amino acid transport system	PA5153
24	Quorum sensing PAO1	PA0997;PA0998;PA3364;PA4913;PA3361;PA4211
24	Purine metabolism PAO1	PA3516;PA1514
24	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4225;PA4224
24	Oxidative phosphorylation PAO1	PA0106;PA0108;PA0105;PA0107
24	Pantothenate and CoA biosynthesis PAO1	PA0441
24	Sulfur metabolism PAO1	PA2566
24	Glycerolipid metabolism PAO1	PA3582
24	Cyanoamino acid metabolism PAO1	PA2444
25	Arginine biosynthesis PAO1	PA5508
25	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2014
25	Glycine, serine and threonine metabolism PAO1	PA5416
25	Base excision repair PAO1	PA0357
25	Ribosome PAO1	PA3600;PA4242
25	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	PA1806
25	Thiamine metabolism PAO1	PA4548
25	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA0968;PA5221
25	Cysteine and methionine metabolism PAO1	PA4774
25	gamma-Hexachlorocyclohexane transport system	PA3212;PA4454
25	Histidine metabolism PAO1	PA3151
25	Glycine betaine/proline transport system	PA5376
25	Quorum sensing PAO1	PA2843;PA4403
25	Purine metabolism PAO1	PA5298;PA4867
25	Nitrogen metabolism PAO1	PA0524
25	Pyrimidine metabolism PAO1	PA2962
25	Oxidative phosphorylation PAO1	PA1552;PA2639;PA1320
26	Thiamine metabolism PAO1	PA4973
26	Type III secretion system	PA1719;PA1691;PA1698;PA1722;PA1701;PA1695;PA1690;PA1697;PA1725;PA1723;PA1694;PA1716;PA1717;PA1696;PA1693;PA1692;PA1703
26	Arginine and proline metabolism PAO1	PA3713
26	Glycine, serine and threonine metabolism PAO1	PA2444
26	Denitrification, nitrate => nitrogen	PA3392;PA0523;PA0519;PA0524
26	RNA degradation PAO1	PA4385;PA4761
26	beta-Lactam resistance PAO1	PA3719
26	Type VI secretion system	PA0084
26	Aminoglycoside resistance, protease FtsH	PA5200
26	Glycerophospholipid metabolism PAO1	PA3584
26	Bacterial secretion system PAO1	PA0085
26	Putative polar amino acid transport system	PA5137;PA5155
26	Quorum sensing PAO1	PA0998;PA1070;PA1073
26	Oxidative phosphorylation PAO1	PA3929
26	Sulfur metabolism PAO1	PA3445;PA3442;PA3443;PA3935;PA0283;PA0518;PA3444;PA3937;PA3938;PA4442
27	Pyruvate metabolism PAO1	PA0482;PA5445;PA5435
27	Arginine biosynthesis PAO1	PA5173;PA5171;PA5172
27	Thiamine metabolism PAO1	PA4973
27	Nicotinate and nicotinamide metabolism PAO1	PA0195;PA0196
27	Arginine and proline metabolism PAO1	PA4189;PA2317
27	Bacterial chemotaxis PAO1	PA4307
27	CusS-CusR (copper tolerance) two-component regulatory system	PA1438
27	Glyoxylate and dicarboxylate metabolism PAO1	PA2634
27	Cysteine and methionine metabolism PAO1	PA2105
27	Flagellar assembly PAO1	PA3350;PA1082
