feature	pathway	gene_signature_definition
14	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
14	Styrene degradation PAO1	PA4073
14	Phenazine biosynthesis PAO1	PA4209;PA4217
14	Quorum sensing PAO1	PA1002;PA0999;PA0997;PA1901;PA0998;PA1902;PA1905;PA1000;PA1001;PA1904;PA1903;PA4211;PA2569;PA0996;PA4207
14	Nitrogen metabolism PAO1	PA5508;PA5173;PA1783;PA1024;PA1781
14	Oxidative phosphorylation PAO1	PA1320
14	Pantothenate and CoA biosynthesis PAO1	PA0363
14	Cyanoamino acid metabolism PAO1	PA2193
14	Putrescine transport system	PA2592
15	Arginine and proline metabolism PAO1	PA4774
15	Putative sorbitol/mannitol transport system	PA3187
15	Glycine, serine and threonine metabolism PAO1	PA2250;PA2445;PA5417;PA2444;PA2446
15	Iron(III) transport system	PA4687;PA5217;PA4688
15	Valine, leucine and isoleucine degradation PAO1	PA2249;PA1999;PA2000
15	Tyrosine metabolism PAO1	PA2008;PA0865;PA2007;PA2009
15	Porphyrin and chlorophyll metabolism PAO1	PA3531
15	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0872;PA1001
15	beta-Lactam resistance PAO1	PA3721;PA3719
15	Ribosome PAO1	PA3600
15	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
15	Bacterial chemotaxis PAO1	PA4307
15	Propanoate metabolism PAO1	PA0887
15	Glycerophospholipid metabolism PAO1	PA3584
15	Cysteine and methionine metabolism PAO1	PA4773
15	D-Methionine transport system	PA3931
15	Phenazine biosynthesis PAO1	PA0999
15	Histidine metabolism PAO1	PA5106;PA5100;PA5098
15	Ribosome, bacteria	PA3601
15	Putative ABC transport system	PA4065;PA4064
15	Putative polar amino acid transport system	PA2204;PA4193
15	Spermidine/putrescine transport system	PA3609
15	Purine metabolism PAO1	PA5272;PA4865;PA4867
15	Pyrimidine metabolism PAO1	PA5541
15	Oxidative phosphorylation PAO1	PA3930;PA1318;PA3929
15	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249;PA5538
15	Sulfur metabolism PAO1	PA4443;PA3446;PA1838;PA0280;PA3935;PA0283;PA0281;PA2594;PA3444;PA3937;PA3938;PA4442
15	Tryptophan metabolism PAO1	PA2579
16	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2013;PA2012
16	Valine, leucine and isoleucine degradation PAO1	PA2014
16	Ribosome PAO1	PA3600
16	Glycerophospholipid metabolism PAO1	PA4351
16	Valine, leucine and isoleucine biosynthesis PAO1	PA1326
16	Putative ABC transport system	PA2858;PA4064
16	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
16	Pyrimidine metabolism PAO1	PA5541
16	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318;PA1320;PA1321
16	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
16	Iron complex transport system	PA4158
16	Fatty acid biosynthesis PAO1	PA0494
17	One carbon pool by folate PAO1	PA3751
17	Thiamine metabolism PAO1	PA3814
17	Nicotinate and nicotinamide metabolism PAO1	PA4376
17	Pentose phosphate pathway PAO1	PA2290
17	Arginine and proline metabolism PAO1	PA2317
17	Macrolide resistance, MacAB-TolC transporter	PA2389
17	Glycine, serine and threonine metabolism PAO1	PA2413;PA2446;PA2445;PA2442;PA2444;PA1326;PA2443
17	Tyrosine metabolism PAO1	PA2471;PA3629;PA2473
17	NitT/TauT family transport system	PA2327
17	Monobactam biosynthesis PAO1	PA2412
17	Type VI secretion system	PA2366;PA2367;PA2368;PA2365;PA2373;PA2370
17	Aminoglycoside resistance, protease FtsH	PA2438
17	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	PA0098
17	Glycerophospholipid metabolism PAO1	PA2352
17	Cysteine and methionine metabolism PAO1	PA2105;PA2104
17	Zinc transport system	PA2409;PA2408;PA2407
17	Vancomycin resistance PAO1	PA0749
17	Purine metabolism PAO1	PA5176
17	Nitrogen metabolism PAO1	PA4202
17	Iron complex transport system	PA4158
18	Ribosome PAO1	PA4433;PA4563;PA3601;PA5316;PA4249;PA3600
18	Fructose and mannose metabolism PAO1	PA3551
18	Monobactam biosynthesis PAO1	PA2412
18	Fatty acid degradation PAO1	PA2815
18	Tryptophan metabolism PAO1	PA4236
18	Glycerophospholipid metabolism PAO1	PA3025
18	Ribosome, bacteria	PA4264
18	Bacterial chemotaxis PAO1	PA1930
18	Purine metabolism PAO1	PA3516
18	Pyrimidine metabolism PAO1	PA0849
18	Oxidative phosphorylation PAO1	PA1317
18	Citrate cycle (TCA cycle, Krebs cycle)	PA4470
19	Pyruvate metabolism PAO1	PA4872;PA5445
19	Thiamine metabolism PAO1	PA4973
19	Nicotinate and nicotinamide metabolism PAO1	PA0195;PA0196
19	Gluconeogenesis, oxaloacetate => fructose-6P	PA3001
19	Arginine and proline metabolism PAO1	PA2317
19	Putative sorbitol/mannitol transport system	PA3187
19	Bacterial chemotaxis PAO1	PA0174
19	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	PA0098
19	Glyoxylate and dicarboxylate metabolism PAO1	PA0482;PA4812;PA4811;PA4810;PA2634
19	Cysteine and methionine metabolism PAO1	PA4773
19	Styrene degradation PAO1	PA4073
19	Histidine metabolism PAO1	PA3151;PA3152
19	Amino sugar and nucleotide sugar metabolism PAO1	PA3159;PA3148;PA3155;PA3552;PA3158
19	Quorum sensing PAO1	PA0999;PA3476;PA0604;PA1000;PA1430;PA0605;PA1001;PA0606;PA4776;PA0603;PA1003;PA1432;PA4777
19	Nitrogen metabolism PAO1	PA1024
19	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	PA4122
20	One carbon pool by folate PAO1	PA2444
20	beta-Lactam resistance PAO1	PA2019;PA2018
20	Dipeptide transport system	PA4504;PA4500
20	Tetrahydrofolate biosynthesis, GTP => THF	PA4750
20	Flagellar assembly PAO1	PA1094;PA1086;PA1095;PA1092;PA1087
20	Phenazine biosynthesis PAO1	PA0999;PA1001;PA0997;PA0998;PA1000
20	Amino sugar and nucleotide sugar metabolism PAO1	PA3159;PA2232
20	Putative polar amino acid transport system	PA4195;PA4193
20	Quorum sensing PAO1	PA0996
20	Sulfur metabolism PAO1	PA4956
21	Fatty acid metabolism PAO1	PA4089;PA4994;PA3589
21	Urea transport system	PA4862;PA4859
21	Porphyrin and chlorophyll metabolism PAO1	PA4088
21	Phosphonate and phosphinate metabolism PAO1	PA3379
21	Sulfonate transport system	PA3449
21	Butanoate metabolism PAO1	PA1146;PA3590
21	Folate biosynthesis PAO1	PA3914;PA5539
21	Spermidine/putrescine transport system	PA0324;PA0325
21	Quorum sensing PAO1	PA0222
21	Nitrogen metabolism PAO1	PA3876;PA3877
21	ABC-2 type transport system	PA4038
21	Pyrimidine metabolism PAO1	PA5541
22	Pyruvate metabolism PAO1	PA5111
22	Fatty acid metabolism PAO1	PA3333
22	Porphyrin and chlorophyll metabolism PAO1	PA4880
22	Type II general secretion pathway	PA3100
22	Base excision repair PAO1	PA4172
22	Valine, leucine and isoleucine degradation PAO1	PA3569;PA3570
22	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0245
22	beta-Lactam resistance PAO1	PA5471
22	Bacterial chemotaxis PAO1	PA3348
22	Glyoxylate and dicarboxylate metabolism PAO1	PA2147
22	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
22	Starch and sucrose metabolism PAO1	PA2160;PA2151;PA2144;PA2163;PA2165;PA2416;PA2152;PA2164;PA2162;PA2153
22	SagS-HptB-HsbR (swarming activity and biofilm formation) two-component regulatory system	PA3346
22	Quorum sensing PAO1	PA1874;PA1871;PA3724;PA4206;PA3477;PA4207;PA3478;PA3479
22	Purine metabolism PAO1	PA1518;PA1933
22	Nitrogen metabolism PAO1	PA3876;PA3875;PA3874;PA3872;PA3877
22	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
22	Sulfur metabolism PAO1	PA2566
23	Pyruvate metabolism PAO1	PA5435;PA5436
23	Porphyrin and chlorophyll metabolism PAO1	PA5523;PA3531
23	Glycine, serine and threonine metabolism PAO1	PA2444;PA2446
23	Valine, leucine and isoleucine degradation PAO1	PA2000;PA2248;PA5313;PA2249;PA2250;PA1999;PA2011
23	Tyrosine metabolism PAO1	PA0870;PA0865;PA2007;PA2009
23	beta-Lactam resistance PAO1	PA5471
23	Ribosome PAO1	PA3600
23	Bacterial chemotaxis PAO1	PA2652;PA1423
23	Benzoate degradation PAO1	PA0153
23	Glyoxylate and dicarboxylate metabolism PAO1	PA2445
23	Vancomycin resistance PAO1	PA5302
23	Putative polar amino acid transport system	PA1260
23	Quorum sensing PAO1	PA4911
23	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
23	Phenylalanine metabolism PAO1	PA0872;PA3366
23	Glycerolipid metabolism PAO1	PA2862
24	Pyruvate metabolism PAO1	PA0887;PA0494;PA5445;PA4771
24	Pentose phosphate pathway PAO1	PA3194;PA3181;PA3182
24	Arginine and proline metabolism PAO1	PA5080
24	Glycine, serine and threonine metabolism PAO1	PA5372;PA0399
24	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate	PA3183
24	Dipeptide transport system	PA4504;PA4505;PA4503;PA4500
24	Ribosome PAO1	PA3600
24	Bacterial chemotaxis PAO1	PA4310;PA4290;PA1946
24	Type VI secretion system	PA0263
24	Glycerophospholipid metabolism PAO1	PA3025
24	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
24	Alanine, aspartate and glutamate metabolism PAO1	PA4588
24	Phenazine biosynthesis PAO1	PA4217
24	Flagellar assembly PAO1	PA3526
24	Glycine betaine/proline transport system	PA3236
24	Ribosome, bacteria	PA3601
24	Putative polar amino acid transport system	PA2204;PA4193;PA4192
24	Fluorobenzoate degradation PAO1	PA2083
24	Purine metabolism PAO1	PA3232
24	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4230
24	NADH:quinone oxidoreductase, prokaryotes	PA2649
24	Pyrimidine metabolism PAO1	PA5541
24	Oxidative phosphorylation PAO1	PA2647;PA2645
24	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
24	Sulfur metabolism PAO1	PA4443;PA3445;PA3442;PA3446;PA1493;PA1838;PA3937;PA3443;PA3935;PA0283;PA0281;PA3444;PA3936;PA3938;PA4442
24	Glycerolipid metabolism PAO1	PA3582
24	Putrescine transport system	PA2711
24	Glycolysis / Gluconeogenesis PAO1	PA3193
24	Putative sorbitol/mannitol transport system	PA3187
25	Pyruvate metabolism PAO1	PA1135
25	Biotin metabolism PAO1	PA4280
25	Glycine, serine and threonine metabolism PAO1	PA0035
25	beta-Lactam resistance PAO1	PA2018
25	Type VI secretion system	PA2365
25	Glyoxylate and dicarboxylate metabolism PAO1	PA4613;PA2444;PA5508
25	Tryptophan metabolism PAO1	PA1027;PA4342
25	Peptidoglycan biosynthesis PAO1	PA4201
25	gamma-Hexachlorocyclohexane transport system	PA4455
25	ABC-2 type transport system	PA5230
25	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA1179;PA1180
25	Oxidative phosphorylation PAO1	PA4430;PA2644
25	Galactose metabolism PAO1	PA1384
25	Sulfur metabolism PAO1	PA2566
25	Putative sorbitol/mannitol transport system	PA3187
26	Arginine biosynthesis PAO1	PA5171;PA5172
26	Porphyrin and chlorophyll metabolism PAO1	PA0024;PA0510;PA4235
26	Glycolysis / Gluconeogenesis PAO1	PA5427
26	Bacterial chemotaxis PAO1	PA1561
26	Propanoate metabolism PAO1	PA0836
26	Glyoxylate and dicarboxylate metabolism PAO1	PA4236
26	Vitamin B6 metabolism PAO1	PA1049
26	Quorum sensing PAO1	PA0295
26	Purine metabolism PAO1	PA5497
26	Nitrogen metabolism PAO1	PA0524;PA0523;PA3392;PA5173;PA3877;PA0519
26	ABC-2 type transport system	PA5230
26	Oxidative phosphorylation PAO1	PA1557;PA1555;PA1556;PA3929;PA3930
26	Lipopolysaccharide biosynthesis PAO1	PA3337
26	Methane metabolism PAO1	PA0835
26	Sulfur metabolism PAO1	PA0518
26	Cyanoamino acid metabolism PAO1	PA2194;PA2195;PA2193
27	Arginine biosynthesis PAO1	PA5173;PA5171;PA5172
27	Thiamine metabolism PAO1	PA4973
27	Pentose phosphate pathway PAO1	PA3181;PA2321;PA3183;PA3182
27	RNA degradation PAO1	PA3861
27	Valine, leucine and isoleucine degradation PAO1	PA5020
27	Homologous recombination PAO1	PA1534
27	Propanoate metabolism PAO1	PA2550
27	Glyoxylate and dicarboxylate metabolism PAO1	PA4810;PA4829;PA5355
27	Vitamin B6 metabolism PAO1	PA0593
27	DNA replication PAO1	PA3642
27	Glycerophospholipid metabolism PAO1	PA3651;PA3584;PA2969
27	D-Methionine transport system	PA3931
27	Histidine metabolism PAO1	PA5106;PA5100;PA5092;PA5091
27	Glycine betaine/proline transport system	PA5103;PA5096
27	Quorum sensing PAO1	PA0768;PA3822;PA3250
27	Purine metabolism PAO1	PA0944
27	Aminoacyl-tRNA biosynthesis, prokaryotes	PA0668
27	Protein export PAO1	PA3821
27	Lipopolysaccharide biosynthesis PAO1	PA3643
27	Methane metabolism PAO1	PA3629;PA0835
27	Pantothenate and CoA biosynthesis PAO1	PA0363
27	Sulfur metabolism PAO1	PA3938;PA2600;PA3444
27	Glycerolipid metabolism PAO1	PA3582
27	Arginine/ornithine transport system	PA0890
27	Glycolysis / Gluconeogenesis PAO1	PA3193
27	Putative sorbitol/mannitol transport system	PA3187
28	Pyruvate metabolism PAO1	PA5435;PA1984
28	Thiamine metabolism PAO1	PA4973
28	Nicotinate and nicotinamide metabolism PAO1	PA0143
28	Porphyrin and chlorophyll metabolism PAO1	PA2944
28	Putative sorbitol/mannitol transport system	PA3187
