feature	pathway	gene_signature_definition
7	Folate biosynthesis PAO1	PA3914;PA5539
7	Putative ABC transport system	PA4065;PA4064
7	Quorum sensing PAO1	PA5499
7	Nitrogen metabolism PAO1	PA3877
7	Phenylalanine metabolism PAO1	PA0865;PA5304
7	Pyrimidine metabolism PAO1	PA5541
7	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
7	Iron complex transport system	PA2912;PA2913
8	Porphyrin and chlorophyll metabolism PAO1	PA1923
8	Arginine and proline metabolism PAO1	PA0782
8	Ribosome PAO1	PA3600
8	Tetrahydrofolate biosynthesis, GTP => THF	PA5539
8	Bacterial chemotaxis PAO1	PA1946
8	Aminoglycoside resistance, protease FtsH	PA2438
8	Selenocompound metabolism PAO1	PA1927
8	Zinc transport system	PA5500;PA5498;PA5501
8	Vancomycin resistance PAO1	PA5302
8	Ribosome, bacteria	PA3601
8	Putative ABC transport system	PA4065;PA4064
8	Quorum sensing PAO1	PA0999;PA0997;PA0998;PA1000;PA1001;PA5499;PA0996
8	Pyrimidine metabolism PAO1	PA5541
8	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA5538
8	Iron complex transport system	PA2914;PA2912;PA2913
9	Pyruvate metabolism PAO1	PA4470;PA5445;PA1984
9	Thiamine metabolism PAO1	PA4973
9	Nicotinate and nicotinamide metabolism PAO1	PA1602
9	Arginine and proline metabolism PAO1	PA1421
9	Putative sorbitol/mannitol transport system	PA3187
9	Glycine, serine and threonine metabolism PAO1	PA2446;PA5415;PA2250;PA2445;PA2444;PA2443
9	Valine, leucine and isoleucine degradation PAO1	PA2247;PA2001;PA2000;PA2248;PA2249;PA1999
9	Tyrosine metabolism PAO1	PA0870;PA2008;PA0865;PA2007;PA2009
9	Dipeptide transport system	PA4504;PA4500
9	Ribosome PAO1	PA3600
9	Fructose and mannose metabolism PAO1	PA3541
9	Propanoate metabolism PAO1	PA0795
9	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
9	Glyoxylate and dicarboxylate metabolism PAO1	PA2442
9	Glycerophospholipid metabolism PAO1	PA3584;PA4024
9	Cysteine and methionine metabolism PAO1	PA2105
9	Histidine metabolism PAO1	PA3151
9	Amino sugar and nucleotide sugar metabolism PAO1	PA3540;PA3156;PA2232;PA3551;PA3148
9	Quorum sensing PAO1	PA3364
9	Branched-chain amino acid transport system	PA1072;PA1073
9	Phenylalanine metabolism PAO1	PA0872
9	Glycerolipid metabolism PAO1	PA3579;PA3582
10	Iron(III) transport system	PA4687;PA5217
10	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA3531;PA4880
10	Denitrification, nitrate => nitrogen	PA0519
10	Ribosome PAO1	PA3600
10	Fructose and mannose metabolism PAO1	PA3540;PA3541;PA3547;PA3551;PA3545
10	Vanadium resistance, efflux pump MexGHI-OpmD	PA4206;PA4205;PA4208;PA4207
10	Ribosome, bacteria	PA3601
10	Valine, leucine and isoleucine biosynthesis PAO1	PA3120
10	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
10	Citrate cycle (TCA cycle) PAO1	PA4470
10	Oxidative phosphorylation PAO1	PA1555;PA1317;PA1556
10	2-Oxocarboxylic acid metabolism PAO1	PA3121
10	Methane metabolism PAO1	PA4812
10	Sulfur metabolism PAO1	PA0518
10	Iron complex transport system	PA4708
11	Fatty acid metabolism PAO1	PA1806
11	Pentose phosphate pathway PAO1	PA3183;PA3182
11	Degradation of aromatic compounds PAO1	PA4121
11	Glycine, serine and threonine metabolism PAO1	PA5379;PA2446;PA5419;PA2445;PA5417;PA5416;PA5418
11	Bacterial chemotaxis PAO1	PA1646
11	Type VI secretion system	PA0083;PA1661;PA0080;PA0085;PA0084
11	Geraniol degradation PAO1	PA2889
11	Fatty acid degradation PAO1	PA0447
11	Aminobenzoate degradation PAO1	PA2514;PA2513
11	Glyoxylate and dicarboxylate metabolism PAO1	PA5420;PA5119
11	Glycerophospholipid metabolism PAO1	PA4351
11	Peptidoglycan biosynthesis PAO1	PA4414;PA4412;PA4416;PA4417;PA4415;PA4418
11	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205
11	Bacterial secretion system PAO1	PA3820
11	D-Methionine transport system	PA3931
11	Glutamate/aspartate transport system	PA1341;PA1340
11	Glycine betaine/proline transport system	PA5378;PA5376;PA5377;PA3236
11	Putative polar amino acid transport system	PA2204;PA1256
11	Quorum sensing PAO1	PA4206;PA1871;PA0844
11	Methane metabolism PAO1	PA3629;PA5421
11	Sulfur metabolism PAO1	PA4443;PA3445;PA3442;PA3446;PA3937;PA1838;PA0280;PA3443;PA3935;PA0283;PA0281;PA3444;PA3936;PA3938;PA4442
12	Pyocyanine biosynthesis, chorismate => pyocyanine	PA4211
12	Pentose phosphate pathway PAO1	PA3181;PA3183;PA3182
12	Porphyrin and chlorophyll metabolism PAO1	PA0510;PA0024
12	Denitrification, nitrate => nitrogen	PA0524;PA3392;PA0519;PA0523
12	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA0025
12	Monobactam biosynthesis PAO1	PA2412
12	Glyoxylate and dicarboxylate metabolism PAO1	PA2445;PA2444
12	Purine metabolism PAO1	PA5176
12	Sulfur relay system PAO1	PA3814
12	Oxidative phosphorylation PAO1	PA2691;PA1317;PA1856
12	Galactose metabolism PAO1	PA1384
12	2-Oxocarboxylic acid metabolism PAO1	PA0530
12	Sulfur metabolism PAO1	PA0518
12	Cyanoamino acid metabolism PAO1	PA2194
13	Pyruvate metabolism PAO1	PA1217
13	Fatty acid metabolism PAO1	PA3333
13	Cytochrome c oxidase, cbb3-type	PA4133;PA1556
13	Urea transport system	PA4858
13	Pentose phosphate pathway PAO1	PA2263;PA2261
13	RNA degradation PAO1	PA0336
13	Valine, leucine and isoleucine degradation PAO1	PA0132;PA3569;PA3570
13	Dissimilatory nitrate reduction, nitrate => ammonia	PA1780
13	Type VI secretion system	PA1657;PA1658;PA1659
13	Mismatch repair PAO1	PA4042
13	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
13	Cysteine and methionine metabolism PAO1	PA1927
13	Phenazine biosynthesis PAO1	PA4209;PA4217
13	Putative polar amino acid transport system	PA1260;PA1256
13	Quorum sensing PAO1	PA1871;PA1130;PA1901;PA3724;PA1905;PA1902;PA3364;PA2570;PA3361;PA1904;PA1903;PA4211;PA3478;PA3479
13	Oxidative phosphorylation PAO1	PA1555
13	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179
13	Sulfur metabolism PAO1	PA4130
14	Pyruvate metabolism PAO1	PA0854
14	Arginine biosynthesis PAO1	PA5323
14	Pentose phosphate pathway PAO1	PA2796
14	Valine, leucine and isoleucine degradation PAO1	PA3569
14	beta-Lactam resistance PAO1	PA5514
14	Fructose and mannose metabolism PAO1	PA3540;PA3551;PA3541;PA3542;PA3547;PA3545
14	Histidine metabolism PAO1	PA5100;PA5106
14	Fatty acid degradation PAO1	PA2815
14	Alanine, aspartate and glutamate metabolism PAO1	PA5429
14	Starch and sucrose metabolism PAO1	PA2416
14	Vancomycin resistance PAO1	PA5302
14	Flagellar assembly PAO1	PA1081;PA1100
14	Quorum sensing PAO1	PA2569
14	Nitrogen metabolism PAO1	PA3872;PA3876;PA3875;PA0524;PA3877
14	Phenylalanine metabolism PAO1	PA0872;PA0865;PA5304
14	Oxidative phosphorylation PAO1	PA0108;PA0107
14	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
15	Lysine biosynthesis PAO1	PA4188
15	Cytochrome c oxidase, cbb3-type	PA4133
15	Nicotinate and nicotinamide metabolism PAO1	PA0196
15	Arginine and proline metabolism PAO1	PA4163;PA4189;PA2317;PA0293
15	Sulfate-sulfur assimilation	PA4130
15	Tyrosine metabolism PAO1	PA4127;PA4128;PA4122;PA4125;PA4123;PA4124;PA4121
15	Styrene degradation PAO1	PA4073
15	Butanoate metabolism PAO1	PA4180;PA4153;PA4148
15	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
15	Quorum sensing PAO1	PA0427
15	Nitrogen metabolism PAO1	PA1024
15	Aminoacyl-tRNA biosynthesis PAO1	PA4138
15	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3554;PA1180;PA3557
15	Citrate cycle (TCA cycle) PAO1	PA4152
15	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3555;PA3556;PA3552;PA3553;PA3558
15	Iron complex transport system	PA4158;PA4161
15	Fatty acid biosynthesis PAO1	PA5174
15	Type III secretion system	PA1696;PA1719;PA1693
16	Lysine biosynthesis PAO1	PA0530
16	Arginine and proline metabolism PAO1	PA1254
16	Tyrosine metabolism PAO1	PA2008;PA2007;PA2009
16	Phenylalanine, tyrosine and tryptophan biosynthesis PAO1	PA3475
16	Type VI secretion system	PA1667;PA1657;PA1659;PA1658;PA1656;PA1660
16	Aminobenzoate degradation PAO1	PA2514;PA2513
16	Cysteine and methionine metabolism PAO1	PA1927
16	Phenazine biosynthesis PAO1	PA4209;PA4217
16	Fatty acid biosynthesis, elongation	PA3333
16	Folate biosynthesis PAO1	PA3914
16	Putative polar amino acid transport system	PA1260;PA1256
16	Spermidine/putrescine transport system	PA0323
16	Quorum sensing PAO1	PA0999;PA3476;PA1002;PA0997;PA3724;PA0998;PA1905;PA1000;PA1001;PA3361;PA0996;PA1903;PA4211;PA1003;PA3478;PA3479
16	Nitrogen metabolism PAO1	PA3876;PA3877
16	Glutathione metabolism PAO1	PA2813
16	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4226;PA4230;PA4228
16	ABC-2 type transport system	PA2812;PA2811
16	Sulfur metabolism PAO1	PA4130
16	Cyanoamino acid metabolism PAO1	PA2194;PA2195;PA2193
17	Arginine and proline metabolism PAO1	PA1421
17	Denitrification, nitrate => nitrogen	PA3874;PA3875;PA0524
17	Vanadium resistance, efflux pump MexGHI-OpmD	PA4206;PA4205
17	Bacterial secretion system PAO1	PA1662
17	Quorum sensing PAO1	PA2570
17	Purine metabolism PAO1	PA3043
17	ABC-2 type transport system	PA4038
17	Oxidative phosphorylation PAO1	PA3929
17	Type III secretion system	PA1719;PA1691;PA1722;PA1701;PA1698;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1716;PA1692;PA1717;PA1696;PA1693;PA1703
18	Pyruvate metabolism PAO1	PA4771
18	Arginine biosynthesis PAO1	PA5173;PA5171;PA5172
18	Type III secretion system	PA1694;PA1722;PA1701;PA1716
18	Pentose phosphate pathway PAO1	PA3896
18	Degradation of aromatic compounds PAO1	PA4121
18	Porphyrin and chlorophyll metabolism PAO1	PA1277
18	Valine, leucine and isoleucine degradation PAO1	PA5313
18	Benzoate degradation PAO1	PA2507;PA0232;PA3013;PA0228;PA2509;PA0230
18	Aminobenzoate degradation PAO1	PA2514;PA2512;PA3366;PA2513
18	Glyoxylate and dicarboxylate metabolism PAO1	PA5355
18	Bacterial secretion system PAO1	PA1696;PA1719;PA3097;PA1692
18	Styrene degradation PAO1	PA0226
18	Butanoate metabolism PAO1	PA4180;PA0227
18	Phenazine biosynthesis PAO1	PA4217;PA1001;PA0997;PA0998;PA4211
18	Glycine betaine/proline transport system	PA3236
18	Quorum sensing PAO1	PA0999;PA1000;PA3364
18	Nitrogen metabolism PAO1	PA1024
18	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA1179;PA1180
18	Oxidative phosphorylation PAO1	PA1557;PA1317
18	Sulfur metabolism PAO1	PA3444;PA3446
18	Glycerolipid metabolism PAO1	PA4351
19	Pyruvate metabolism PAO1	PA0494;PA1984;PA4771
19	Biotin metabolism PAO1	PA0500
19	Denitrification, nitrate => nitrogen	PA3392
19	Tyrosine metabolism PAO1	PA2008
19	beta-Lactam resistance PAO1	PA5471;PA0958
19	Fructose and mannose metabolism PAO1	PA3541
19	Cysteine and methionine metabolism PAO1	PA4773;PA4774
19	Flagellar assembly PAO1	PA1087
19	Phenazine biosynthesis PAO1	PA4217
19	Histidine metabolism PAO1	PA5106
19	Amino sugar and nucleotide sugar metabolism PAO1	PA3559
19	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3554;PA3555;PA1179;PA3552;PA3553;PA1180
19	Quorum sensing PAO1	PA0999;PA3476;PA1002;PA0997;PA0998;PA1000;PA1001;PA0996;PA4776;PA4777;PA3478;PA3479
19	Glutathione metabolism PAO1	PA2813
19	ABC-2 type transport system	PA2812;PA2811
19	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3558;PA3556;PA3557
19	Methane metabolism PAO1	PA4812
20	Nicotinate and nicotinamide metabolism PAO1	PA4918
20	Cysteine biosynthesis, serine => cysteine	PA2104
20	beta-Lactam resistance PAO1	PA0958
20	Dipeptide transport system	PA4503
20	NitT/TauT family transport system	PA3514
20	Chlorocyclohexane and chlorobenzene degradation PAO1	PA3498
20	Histidine metabolism PAO1	PA3151;PA3152
20	Flagellar assembly PAO1	PA1094;PA1086;PA1095;PA1092;PA1087
20	Amino sugar and nucleotide sugar metabolism PAO1	PA3159;PA3156;PA3155;PA3158;PA3148
20	Spermidine/putrescine transport system	PA0206;PA0203
20	Aminoacyl-tRNA biosynthesis, prokaryotes	PA2739
20	Sulfur metabolism PAO1	PA2105
21	Porphyrin and chlorophyll metabolism PAO1	PA1277
21	Arginine and proline metabolism PAO1	PA4773;PA1421;PA0293
21	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
21	Ubiquinone and other terpenoid-quinone biosynthesis PAO1	PA1225
21	Phenazine biosynthesis PAO1	PA1001;PA0998;PA0997;PA0996
21	Quorum sensing PAO1	PA0999
21	Glutathione metabolism PAO1	PA2826
21	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	PA3552
21	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1179
21	Type III secretion system	PA1719;PA1691;PA1722;PA1701;PA1698;PA1695;PA1690;PA1697;PA1725;PA1723;PA1724;PA1694;PA1716;PA1717;PA1696;PA1693;PA1692;PA1703
22	Pyruvate metabolism PAO1	PA0887;PA4470;PA5445
22	Iron(III) transport system	PA4687;PA5217;PA4688
22	Porphyrin and chlorophyll metabolism PAO1	PA3531
22	beta-Lactam resistance PAO1	PA0958
22	Bacterial chemotaxis PAO1	PA4290
22	Propanoate metabolism PAO1	PA3568
22	Selenocompound metabolism PAO1	PA1927
22	Amino sugar and nucleotide sugar metabolism PAO1	PA3159;PA3155;PA3158
22	Biosynthesis of siderophore group nonribosomal peptides PAO1	PA4225;PA4230;PA4224;PA4226;PA4228;PA4231
22	Oxidative phosphorylation PAO1	PA4133;PA1319
22	Sulfur metabolism PAO1	PA4130;PA4513
22	Iron complex transport system	PA4708
23	Arginine biosynthesis PAO1	PA5171;PA5172
23	Cytochrome c oxidase, cbb3-type	PA1555;PA1556;PA1557
23	NitT/TauT family transport system	PA3514
23	Bacterial chemotaxis PAO1	PA4307
23	Aminobenzoate degradation PAO1	PA2514
23	Glyoxylate and dicarboxylate metabolism PAO1	PA2445;PA5355;PA2446;PA2442;PA2444
23	Streptomycin biosynthesis PAO1	PA3818
23	Cysteine and methionine metabolism PAO1	PA0654;PA1927
23	Folate biosynthesis PAO1	PA1674;PA0975;PA0976
23	Amino sugar and nucleotide sugar metabolism PAO1	PA3148
23	Spermidine/putrescine transport system	PA3607
23	Purine metabolism PAO1	PA0945;PA2629
23	Nitrogen metabolism PAO1	PA5173;PA3877;PA0519
23	Hemophore/metalloprotease transport system	PA1246
23	Pantothenate and CoA biosynthesis PAO1	PA3506;PA0363
23	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA3310
23	Sulfur metabolism PAO1	PA1838;PA0518
23	Glycerolipid metabolism PAO1	PA3582
23	Terpenoid backbone biosynthesis PAO1	PA4569
23	Glycolysis / Gluconeogenesis PAO1	PA5427
24	Pyocyanine biosynthesis, chorismate => pyocyanine	PA1903
24	Fatty acid metabolism PAO1	PA2550
24	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	PA4470
24	Macrolide resistance, MacAB-TolC transporter	PA2389;PA2390
24	Glycine, serine and threonine metabolism PAO1	PA2413
24	Denitrification, nitrate => nitrogen	PA0523
24	Tyrosine metabolism PAO1	PA0870;PA0865;PA2007
24	beta-Lactam resistance PAO1	PA0958
24	Monobactam biosynthesis PAO1	PA2412
24	Chlorocyclohexane and chlorobenzene degradation PAO1	PA2682
24	Phosphonate and phosphinate metabolism PAO1	PA3377
24	Benzoate degradation PAO1	PA2507;PA0228;PA2508;PA0231;PA2509
24	Aminobenzoate degradation PAO1	PA2514;PA2512;PA2513
24	Bacterial secretion system PAO1	PA0074;PA0077;PA0091
24	Styrene degradation PAO1	PA2008;PA0227;PA2009;PA0226
24	Phenazine biosynthesis PAO1	PA4217;PA1904;PA1905;PA4209;PA4211
24	Zinc transport system	PA2409;PA2408;PA2407
24	Glycine betaine/proline transport system	PA3236
24	ABC-2 type transport system	PA2811
24	Phenylalanine metabolism PAO1	PA0872
24	Oxidative phosphorylation PAO1	PA2642;PA2641
24	Cyanoamino acid metabolism PAO1	PA2444;PA2193
25	Glycine, serine and threonine metabolism PAO1	PA2446;PA5415;PA2445;PA2442;PA2444;PA2443
25	Propanoate metabolism PAO1	PA3570
25	Glyoxylate and dicarboxylate metabolism PAO1	PA2147
25	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
25	Starch and sucrose metabolism PAO1	PA2160;PA2151;PA2144;PA2163;PA2165;PA2152;PA2164;PA2153
25	Butanoate metabolism PAO1	PA0227
25	Quorum sensing PAO1	PA1874;PA1871;PA4206;PA3477;PA2570;PA4207;PA3478;PA3479
25	Chloroalkane and chloroalkene degradation PAO1	PA1982
25	Oxidative phosphorylation PAO1	PA1317
25	Cationic antimicrobial peptide (CAMP) resistance PAO1	PA1249
25	Base excision repair PAO1	PA4172
26	Pyruvate metabolism PAO1	PA4470;PA5445;PA4771
26	Sulfate-sulfur assimilation	PA0281
26	Tyrosine metabolism PAO1	PA4122;PA4121;PA0865
26	Ribosome PAO1	PA3601;PA3600
26	Bacterial chemotaxis PAO1	PA4290
26	Propanoate metabolism PAO1	PA0132;PA1737;PA4733;PA3568;PA1736;PA0887;PA0130
26	Type VI secretion system	PA1669
26	Glyoxylate and dicarboxylate metabolism PAO1	PA2445;PA5355
26	Vanadium resistance, efflux pump MexGHI-OpmD	PA4205;PA4208
26	Alanine, aspartate and glutamate metabolism PAO1	PA0761;PA5429
26	Phenazine biosynthesis PAO1	PA4217
26	Folate biosynthesis PAO1	PA0976
26	Quorum sensing PAO1	PA4211;PA4206;PA1905;PA1902;PA4909;PA4913;PA1904;PA1903;PA4207;PA1003
26	Purine metabolism PAO1	PA3232
26	Phenylalanine metabolism PAO1	PA0872;PA3366
26	Oxidative phosphorylation PAO1	PA0106;PA0112;PA0108;PA0105;PA0107
26	2-Oxocarboxylic acid metabolism PAO1	PA5206
26	Methane metabolism PAO1	PA3628;PA3629;PA2444
26	Sulfur metabolism PAO1	PA4443
26	Glycerolipid metabolism PAO1	PA2862
27	Arginine and proline metabolism PAO1	PA4976
27	Putative sorbitol/mannitol transport system	PA3187
27	Leucine degradation, leucine => acetoacetate + acetyl-CoA	PA2014;PA2015
27	Glycine, serine and threonine metabolism PAO1	PA2445;PA5416;PA2446
27	NitT/TauT family transport system	PA3512
27	Monobactam biosynthesis PAO1	PA4443
27	Geraniol degradation PAO1	PA2887
27	Glyoxylate and dicarboxylate metabolism PAO1	PA4810
27	Styrene degradation PAO1	PA2009
27	Vancomycin resistance PAO1	PA5302
27	Folate biosynthesis PAO1	PA3914;PA3870
27	Glycine betaine/proline transport system	PA3236
27	Putative polar amino acid transport system	PA1260;PA5153;PA5155;PA1256
27	Quorum sensing PAO1	PA4913;PA3361
27	Nitrogen metabolism PAO1	PA3876;PA3875;PA3874;PA3877
27	Phenylalanine metabolism PAO1	PA5304;PA4980
27	Sulfur relay system PAO1	PA3917;PA3918;PA3916
27	Citrate cycle (TCA cycle) PAO1	PA2624;PA5445
27	Oxidative phosphorylation PAO1	PA1317;PA1319;PA1318;PA1320;PA1321
27	Methane metabolism PAO1	PA0887;PA5421
27	Glycerolipid metabolism PAO1	PA2862;PA3582
28	Thiamine metabolism PAO1	PA4973
28	Porphyrin and chlorophyll metabolism PAO1	PA0510
28	Arginine and proline metabolism PAO1	PA1421
28	Glyoxylate and dicarboxylate metabolism PAO1	PA4811;PA4810
28	Phenazine biosynthesis PAO1	PA1002;PA0999;PA0997;PA0998;PA1000;PA0996
